Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes
Amino acids	Methionine and cysteine metabolism	Cystathionine beta-lyase (EC 4.4.1.8)	rxn15166, rxn19347	AT3G57050	d	d	d	d		PMID:8541513	d	SUBA: MS plastid; PPDB: targetP, proteomes and in house experiments plastid.
Amino acids	Methionine and cysteine metabolism	Cystathionine gamma-synthase, O-phospho-L-homoserine dependent (EC 2.5.1.-)	rxn19343	AT3G01120		d	d				d	SUBA: Ms multiple data plastid; PPDB: targetP plastid; Curation plastid; Some experimental evidence stroma.
Amino acids	Methionine and cysteine metabolism	Homoserine kinase (EC 2.7.1.39) 	rxn19905	AT2G17265	d	d	d	d		PMID:15703056	d	SUBA: MS multiple data plastid; PPDB: In house experiments and proteomes: plastid; TargetP: plastid.
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT2G43750	d	d, m	d	c, d, m	m	PMID:22730323
	d, m	SUBA: GFP plastid  and MS plastid and mito; PPDB: targetP and in house experiments plastid; mitochondria [PMID:22730323];Predotar: plastid; WolfPsort:  chlo: 12, mito: 2; Does have signal peptide.
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT3G59760	m	d, m	d, m	c, d, m		PMID:22511607	d, m	SUBA: MS multiple results mito and plastid; PPDB: targetP plastid; curated location mito; Predotar: mito and elsewhere; WolfPsort: chlo: 9, mito: 5. Signal 3-L presence signal peptide.
Amino acids	Methionine and cysteine metabolism	Cysteine synthase (EC 2.5.1.47)	rxn00649	AT3G61440		d, m	d, m	c, d, m			d, m	SUBA: MS multiple results mito and plastid; PPDB: curated location mito and some experimental results point to stroma; 
Amino acids	Proline metabolism	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373	AT2G39800		c, d	c	c	d	PMID:10441499	c, d	SUBA: GFP cytosol and plastid; PPDB: cytosol and not plastid supported by in house experiments. Predotar: elsewhere; WolfPsort  E.R.: 5, chlo: 4, nucl: 1, cyto: 1, plas: 1, extr: 1; No signal peptide. In subcellular bodies GFP [PMID:17971042]
Amino acids	Proline metabolism	Glutamate 5-kinase (EC 2.7.2.11)	rxn00179, rxn20617	AT2G39800		c, d	c	c	d	PMID:10441499	c, d	SUBA: GFP cytosol and plastid; PPDB: cytosol and not plastid supported by in house experiments. Predotar: elsewhere; WolfPsort  E.R.: 5, chlo: 4, nucl: 1, cyto: 1, plas: 1, extr: 1; No signal peptide. In subcellular bodies GFP [PMID:17971042]
Amino acids	Proline metabolism	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00929, rxn00931						d	PMID:16667072	d	Isolated pea chloroplasts having pyrroline-5-carboxylate reductase activity and  being able to synthesize proline [PMID:16667072].
Amino acids	Proline metabolism	Arginase (EC 3.5.3.1)	rxn00394	AT4G08870		d, m	m	c		PMID:22188168	d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Proline metabolism	Arginase (EC 3.5.3.1)	rxn00394	AT4G08900		d, m	m	c		PMID:7770544	d, m	SUBA: MS multiple data mito and plastid; PPDB: proteome and targetP mito
Amino acids	Tryptophan metabolism	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	rxn00791	AT5G17990		d	d	c		PMID:19567478	d	SUBA: MS multiple results plastid. PPDB: Proteomes, in house exteriments stroma.
Amino acids	Tryptophan metabolism	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn27709	AT1G25220		d	d			PMID:8400875
	d	Identified enzyme [PMID:8400875] SUBAcon: plastid; PPDB: targetP and experimental evidence plastid; Predotar and WolfPsort plastid;  no signal peptide.
Amino acids	Tryptophan metabolism	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn27709	AT5G57890		d	d			PMID:8400875 	d	SUBAcon: plastid; PPDB: targetP and experimental evidence plastid; Predotar and WolfPsort plastid;  no signal peptide.
Amino acids	Tryptophan metabolism	Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn27709	AT2G29690	d	d	d			PMID:1392592	d	Enzyme identified [PMID:1392592] SUBA: MS platid; PPDB: proteomes and in house experiments
Amino acids	Tryptophan metabolism	Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn27709	AT3G55870		d	d				d	Its enzymatic activity has not been demonstrated. SUBA: MS data plastid; PPDB: curated plastid but targetP secreted class; Predotar: mainly elsewhere; WolfPsort: chlo: 5, mito: 4; No signal peptide.
Amino acids	Tryptophan metabolism	Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn27709	AT5G05730	d	d	d			PMID:19435934	d	Enzyme identified [PMID:1392592] SUBA: MS platid; PPDB: proteomes and in house experiments; Predotar and WolfPsort plastid; Does have signal peptide
Amino acids	Tryptophan metabolism	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	rxn02507	AT2G04400		d	d	c		PMID:7890741	d	Enzymatic activity shown [PMID:7610197] SUBA: MS plastid; PPDB: targetP and in house experiments stroma
Amino acids	Tryptophan metabolism	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	rxn02507	AT5G48220		d	d	c			d	Enzymatic activity not tested yet. SUBA: MS plastid; PPDB: targetP and in house experiments stroma; 
Amino acids	Tryptophan metabolism	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	rxn28082	AT1G07780	d	d	d			PMID:7773017	d	SUBA: MS plastid; PPDB: targetP and in house experiments stroma
Amino acids	Tryptophan metabolism	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	rxn28082	AT1G29410	d	d	d			PMID:7890741	d	SUBAcon: plastid; PPDB: targetP and curated location plastid; Predotar: plastid and elsewhere; WolfPsort chlo: 8, mito: 6; No signal peptide.
Amino acids	Tryptophan metabolism	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	rxn28082	AT5G05590	d	d	d				d	SUBA: MS data plastid; PPDB: targetP predicted, proteomes and some experiments and curated plastid.
Amino acids	Tryptophan metabolism	Tryptophan synthase alpha chain (EC 4.2.1.20)	rxn28615	AT3G54640		d	d			PMID:18844775
	d	SUBA: MS multiple data plastid; PPDB: target P predicted, in house experiments, curation and proteomes plastid.
Amino acids	Tryptophan metabolism	Tryptophan synthase beta chain (EC 4.2.1.20)	rxn26013	AT4G27070		d	d			PMID:1840915	d	SUBA: MS 2 plastid and 1 mito; PPDB: targetP predicted, curated and one experimental evidence plastid.Predotar and WolfPsort plastid; No signal peptide.
Amino acids	Tryptophan metabolism	Tryptophan synthase beta chain (EC 4.2.1.20)	rxn26013	AT5G54810	d	d	d			PMID:18419734	d	SUBA: Plastid, multiple MS data; PPDB: proteomes, in house experiments and targetP predicted plastid
Amino acids	Tryptophan metabolism	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn27709	AT1G24807		d	c				c, d	SUBA: One result MS plastid; PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort uncertain; no signal peptide.
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT1G08250	d	d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT1G11790		d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT2G27820		d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated and targetP plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT3G07630		d	d			PMID:17726025	d	SUBA: GFP and MS data plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT3G44720		d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated and targetP plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydratase (EC 4.2.1.91)	rxn19253	AT5G22630		d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated and targetP plastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydrogenase (EC 1.3.1.78)	rxn24109	AT1G15710	d	d	d			PMID:22554242 	d	SUBA: GFP and MS data plastid; PPDB: proteomes and experimental evidence and targetP: plaastid
Amino acids	Tyrosine and phenylalanine metabolism	Arogenate dehydrogenase (EC 1.3.1.78)	rxn24109	AT5G34930		d	d			PMID:22554242 	d	SUBA: GFP plastid; PPDB: proteomes and targetP: plaastid
Amino acids	Tyrosine and phenylalanine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT2G22250	d	d	d	c, d, m		PMID:20883697 	d	SUBA: MS plastid multiple data; PPDB:proteomes, in house experiments and targetP plastid
Amino acids	Tyrosine and phenylalanine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT4G31990	d	d	d	c, d, m		PMID:7766905	d	SUBA: MS plastid multiple data; PPDB: proteomes, in house experiments and targetP plastid
Amino acids	Tyrosine and phenylalanine metabolism	Chorismate mutase III (EC 5.4.99.5)	rxn01256	AT1G69370		d	d	c		PMID:8953244	d	SUBAcon:plastid; PPDB: targetP and curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Chorismate mutase III (EC 5.4.99.5)	rxn01256	AT3G29200		d	c, d	c	d	PMID:8953244	d	SUBAcon:plastid; PPDB: targetP plastid; tair curation cytosol and plastid; Predotar and WolfPsort plastid; Does have signal peptide
Amino acids	Tyrosine and phenylalanine metabolism	Glutamate--prephenate aminotransferase (EC 2.6.1.79)	rxn28083	AT2G22250	d	d	d			PMID:20883697 	d	SUBA: MS plastid, Multiple data; PPDB: proteome and in house experiments
Amino acids	Tyrosine and phenylalanine metabolism	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT1G71920		d	d	c			d	SUBA: MS 2 data plastid; PPDB: targetP, experimental evidence, proteomes plastid ; Predotar and WolfPsort plastid; No signal peptide
Amino acids	Tyrosine and phenylalanine metabolism	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT5G10330		d	d	c			d	SUBA: MS 1 data plastid; PPDB: targetP, experimental evidence, proteomes plastid ; Predotar and WolfPsort plastid; No signal peptide
Amino acids	Tyrosine and phenylalanine metabolism	Prephenate dehydratase (EC 4.2.1.51)	rxn19253	AT1G08250	d	d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Prephenate dehydratase (EC 4.2.1.51)	rxn19253	AT1G11790		d	d			PMID:17726025	d	SUBA: GFP plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Prephenate dehydratase (EC 4.2.1.51)	rxn19253	AT3G07630		d	d			PMID:17726025	d	SUBA: GFP and MS data plastid; PPDB: curated plastid
Amino acids	Tyrosine and phenylalanine metabolism	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT5G11520		x, c, d	d	c, d, m			d, x	SUBA: GFP peroxisome; MS multiple data peroxisome, 2 data for plastid and 2 data for plasma membrane; PPDB targetP and proteomes plastid; TMHMM not in membrane; Predotar: elsewhere; WolfPsort mito; no signal peptide
Nucleic acids	Pyrimidine de novo biosynthesis	Carbonic anhydrase (EC 4.2.1.1)	rxn00102	AT5G14740		c,d	d	c			c, d	SUBA: GFP cytosol; MS cytosol and plastid; PPDB: plastid, in house experiments; Predotar: plastid and elsewhere; WolfPsort:  cyto: 6, chlo: 3, nucl: 3, mito: 1; Does have signal peptide.
Nucleic acids	Pyrimidine de novo biosynthesis	Dihydroorotase (EC 3.5.2.3)	rxn01465	AT4G22930		d	d	c	c	PMID:12369616; PMID:22474184	c, d	SUBA: MS multiple data plastid; PPDB: plastid, in house experiments and TargetP predicted cytosol; Predotar: mito and elsewhere; WolfPsort: chlo: 7, nucl: 3, mito: 2, vacu: 1; A thorough analysis of sequences of this enzyme in Arabidopsis and nine other plants homologs revealed the presence of a targeting peptide and GFP experiments place it in cytosol [PMID:22474184]. There are many results suggesting plastid location, and  targeting peptide is present. Looking at the GFP photos, we could think it is  in both plastid and cytosol.
Nucleic acids	Pyrimidine de novo biosynthesis	Deoxycytidine monophosphate deaminase (EC 3.5.4.12)	rxn01217	AT3G48540 						 	c, d	Predotar: plastid and elsewhere; WolfPsort: chlo: 11, extr: 3; Has signal peptide.
Nucleic acids	Purine de novo biosynthesis	Adenylate kinase (EC 2.7.4.3)	rxn00097	AT2G37250	d	d	c, d, n	c, d		PMID:15618410
	c, d, n	SUBA: GFP plastid; PPDB: nucleous, plastid and cytosol curated; TargetP: mito; Pedotar: mito and elsewhere; WolfPsort: mito: 7, chlo: 5, nucl: 1; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Adenylate kinase (EC 2.7.4.3)	rxn00097	AT5G47840		d	d	c, d		PMID:18162585	d	SUBA: MS multiple data plastid; PPDB: targetP and in house experiments plastid; Predotar and WolfPsort plastid; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Adenylosuccinate lyase (EC 4.3.2.2)	rxn00800, rxn03136	AT1G36280		d	d	c			d	SUBA: MS multiple plastid; PPDB: targetP and curated results plastid; Predotar and WolfPsort plastid; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Adenylosuccinate lyase (EC 4.3.2.2)	rxn00800, rxn03136	AT4G18440		d	d	c			d	SUBA: MS multiple plastid; PPDB: targetP and in house experiments plastid; Predotar: mainly elsewhere, some plastid; WolfPsort plastid; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Adenylosuccinate synthetase (EC 6.3.4.4)	rxn00838	AT3G57610		d	d	c			d	SUBA: MS multiple plastid; PPDB: targetP and in house experiments plastid; Predotar: plastid and elsewhere; WolfPsort plastid; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Amidophosphoribosyltransferase (EC 2.4.2.14)	rxn00790, rxn28100	AT2G16570		d	d	d		PMID:7948903	d	SUBA: GFP and MS plastid; PPDB: targetP chloroplast; Predotar and WolfPsort plastid; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Amidophosphoribosyltransferase (EC 2.4.2.14)	rxn00790, rxn28100	AT4G34740	d	d	d	d		PMID:14977588; PMID:17616508	d	SUBA: MS multiple plastid; PPDB: targetP and in house experiments plastid; Predotar and WolfPsort plastid; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Amidophosphoribosyltransferase (EC 2.4.2.14)	rxn00790, rxn28100	AT4G38880			d	d			d	PPDB: targetP chloroplast; Predotar: elsewhere; WolfPsort: cyto: 5, E.R.: 5, nucl: 1, mito: 1, plas: 1; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	IMP cyclohydrolase (EC 3.5.4.10)	rxn00832	AT2G35040		d	d	c			d	SUBA: MS multiple data plastid; PPDB: in house experiments and targetP plastid; Predotar: elsewhere; WolfPsort: pero: 5, chlo: 4, cyto: 4; Has signal peptide; catalyzes the conversion of formyl-5-aminoimidazole-4-carboxamide-ribonucleotide to inosine monophosphate. Final step in purine synthesis.
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	rxn02895	AT1G09830		d	d	c		PMID:7920700	d	SUBA: MS multiple plastid; PPDB: TargetP and in house experiments plastid; Predotar and WolfPsort plastid; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	rxn02938	AT2G37690		d	d	c			d	SUBA: multiple MS data: plastid; PPDB: targetP and in house experiments: plastid; Predotar: mito and elsewhere; WolfPsort: chlo: 12, nucl: 1; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	rxn02938	AT2G37690		d	d	c			d	SUBA: MS multiple data: plastid; PPDB: TargetP and in house experiments: plastid; Predotar: mito and elsewhere; WolfPsort: plastid; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	rxn03147	AT3G21110		d	d	c		PMID:8938402	d	SUBA: MS multiple data plastid; PPDB: targetP and curated plastid;  Predotar: plastid and elsewhere; WolfPsort:  chlo: 11, mito: 2.5, cyto_mito: 2; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	rxn03137	AT2G35040			d	c			d	SUBA:MS multiple data plastid; PPDB: targetP and in house experiments plastid; Predotar:  elsewhere; WolfPsort: pero: 5, chlo: 4, cyto: 4; Has signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	rxn02937	AT3G55010		d	d	c			d	SUBA: GFP and MS plastid; PPDB: in house experiments and targetP plastid; Predotar and WolfPsort plastid; no signal peptide
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	rxn03004	AT1G31220		d	d			PMID:7920700	d	SUBA: MS plastid: PPDB: targetP and curated platid; Predotar and WolfPsort: mainly plastid; No signal peptide.
Nucleic acids	Purine de novo biosynthesis	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	rxn00770	AT1G10700			d	c			d	PPDB: targetP: chloroplast; Predotar and WolfPsort: chloroplast. Has signal peptide. Small section inserted membrane TMHMM analysis
Nucleic acids	Purine de novo biosynthesis	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	rxn00770	AT1G32380		d	d	c			d	SUBA: MS plastid one result; PPDB: stroma independent proteomics result. Predotar and Wolfpsort plastid; No signal peptide
Nucleic acids	Purine de novo biosynthesis	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	rxn00770	AT2G35390			d	c			d	PPDB: curated and targetP chloroplast; Predotar and WolfPsort platid; Has signal peptide.
Nucleic acids	Purine de novo biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	AT2G41680  		d	d			 	d	SUBA: MS multiple results plastid; PPDB: targetP predicted and in house experiments plastid; Predotar and WolfPsort: plastid; does have signal peptide
Nucleic acids	Purine de novo biosynthesis	 Xanthine/uracil/thiamine/ascorbate permease family protein		AT5G50300						PMID:19121308	d	 According to experimental results predicted to be in plastidial membrane; Bioinformatic predictions uncertain, probably plasma membrane: PPDB: cytosolic; Predotar: elsewhere; WolfPsort: cyto: 4, E.R.: 3, pero: 3, plas: 2, golg: 2;
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	rxn03084	AT1G74260		d, m	d, m	c			d, m	SUBA: GFP and MS: mito and plastid; PPDB: in house experiments and proteomes: plastid; Curated also mito; 
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	rxn03084	AT1G74260		d, m	d, m	c		PMID:18441219	d, m	SUBA: GFP and MS: mito and plastid; PPDB: in house experiments and proteomes: plastid; Curated also mito
Nucleic acids	Purine de novo biosynthesis	Nucleoside diphosphate kinase (EC 2.7.4.6)	rxn00117, rxn00237, rxn00409, rxn00839, rxn01353, rxn01673, rxn01678	AT5G63310		d, n	d	c	d	PMID:17562072	d, n	SUBA: GFP nucleous and plastid; MS plastid; PPDB: in house experiments: plastid; Literature: plastid [PMID:17562072]; Predotar: mainly plastid; WolfPsort: chlo: 11, nucl: 1, cyto: 1
Fatty acids	Fatty acid biosynthesis (plastidial)	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn05330, rxn05331, rxn05335, rxn18935, rxn18936, rxn18937, rxn19686, rxn25662, rxn25719	AT5G10160		d	d				d	SUBA: MS plastid multiple results; PPDB: plastid, curated and targetP. Predotar: plastid; WolfPsort: chlo: 11, mito: 3; Has signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	rxn05337, rxn05338, rxn05340, rxn05342, rxn25637, rxn25641, rxn25649, rxn25661, rxn25718	AT1G24360		d	d	c		PMID:1575676	d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: mito and elsewhere; WolfPsort: chlo: 7.5, cyto: 5, chlo_mito: 4.5; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05346	AT5G46290	m	b, d	d	c, m		PMID:21081696	d	SUBA: MS plastid multiple results; plasma membrane 2 results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid, elsewhere and mito; WolfPsort:  chlo: 12, mito: 2; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	rxn05343, rxn05345, rxn05348, rxn05350, rxn17469, rxn17770, rxn22820, rxn25647, rxn25716	AT1G74960		d	d	c, m		PMID:18506098	d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid and elsewhere; WolfPsort: chlo: 10, vacu: 2, nucl: 1; Has signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	rxn08766, rxn25716	AT1G62640		d	d			PMID:20547590	d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid; WolfPsort: chlo: 11, cyto: 1, mito: 1; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	rxn27668, rxn28665	AT2G38040	d	d	d				d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid; WolfPsort: chlo: 10, vacu: 3; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	rxn27668, rxn28665	ATCG00500	d	d	d				d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments; targetP: cytosol. Predotar: elsewhere; WolfPsort:  nucl: 10, cyto: 4; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Acetyl-coenzyme A carboxyl transferase domain of homomeric ACCase (EC 6.4.1.2)	rxn27668, rxn28665	AT1G36180			d			PMID:25336520	d	PPDB: plastid, curated and targetP; Predotar: Plastid; WolfPsort:  chlo: 13; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Biotin carboxyl carrier domain of homomeric Acetyl-CoA carboxylase	rxn19235, rxn27668	AT1G36180			d		d	PMID:25336520	d	PPDB: plastid, curated and targetP; Predotar: Plastid mainly and elsewhere; WolfPsort: chlo: 13; Has signal peptide; Lit:plastid [PMID:25336520]
Fatty acids	Fatty acid biosynthesis (plastidial)	Biotin carboxylase domain of homomeric ACCase (EC 6.3.4.14)	rxn19235, rxn27668	AT1G36180			d		d	PMID:25336520	d	PPDB: plastid, curated and targetP; Predotar: Plastid mainly and elsewhere; WolfPsort: chlo: 13; Has signal peptide; Lit:plastid [PMID:25336520]
Fatty acids	Fatty acid biosynthesis (plastidial)	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	rxn05324, rxn05325, rxn05326, rxn07579, rxn08392, rxn19651, rxn19653, rxn25743, rxn25747, rxn25750	AT2G05990		d	d	c		PMID:18467464	d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid; WolfPsort: chlo: 11, mito: 2; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Oleoyl-[acyl carrier protein] thioesterase (EC 3.1.2.14)	rxn17803, rxn25654, rxn27551, rxn28487	AT1G08510	d		d			PMID:12061798	d	PPDB: curated and target P plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 13; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Oleoyl-[acyl carrier protein] thioesterase (EC 3.1.2.14)	rxn17803, rxn25654, rxn27551, rxn28487	AT3G25110	d		d			PMID:12061798	d	PPDB: target P plastid; Predotar: mito and elsewhere; WolfPsort: chlo: 12, nucl: 1; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Oleoyl-[acyl carrier protein] thioesterase (EC 3.1.2.14)	rxn17803, rxn25654, rxn27551, rxn28487	AT4G13050		d	d			PMID:22002626	d	SUBA: MS plastid 1 result; PPDB: plastid, targetP. Predotar: elsewhere and plastid; WolfPsort: chlo: 6, mito: 4, cyto: 3; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Palmitoyl-[acyl carrier protein] thioesterase (EC 3.1.2.-)	rxn08436, rxn34722	AT1G08510	d		d			PMID:12061798	d	PPDB: curated and target P plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 13; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT2G43710		d	d			PMID:17431038	d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid and mito; WolfPsort:  chlo: 14; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT3G02610			d			PMID:17431038	d	PPDB: target P plastid; Predotar: plastid and mito; WolfPsort:  chlo: 14; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT3G02620		d	d				d	SUBA: MS plastid 1 result; PPDB: plastid, targetP. Predotar: plastid and mito; WolfPsort: chlo: 14; Has signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT3G02630			d				d	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid; WolfPsort: chlo: 13; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT5G16230			d				d	SUBA: MS plastid 1 result; PPDB: plastid, targetP. Predotar: plastid and mito; WolfPsort: chlo: 10.5, chlo_mito: 7.33333, mito: 3, cyto_mito: 2.33333; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508	AT5G16240			d			 	d	SUBA: MS plastid 1 result; PPDB: plastid, targetP. Predotar: plastid and mito; WolfPsort: chlo: 14; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Stearoyl-[acyl carrier protein] thioesterase (EC 3.1.2.-)	rxn09456, rxn34724	AT1G08510	d		d			PMID:12061798	d	PPDB: curated and target P plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 13; No signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	rxn05465	AT2G30200		d	d	c			d, m	SUBA: MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: mito; WolfPsort: chlo: 8, mito: 6; Has signal peptide
