Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes	
Nucleic acids	Pyrimidine de novo biosynthesis	5'-nucleotidase  (EC 3.1.3.5)	"rxn00363, rxn01670, rxn00708"	AT1G72880   			c			 	c	"PPDB: target P cytosol; Predotar: elsewhere; WolfPsort: chlo: 7, cyto: 4, extr: 2; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	5'-nucleotidase  (EC 3.1.3.5)	"rxn00363, rxn01670, rxn00708"	AT2G38680  			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort cyto: 8.5, cyto_E.R.: 5.5, cysk: 4; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	5'-nucleotidase  (EC 3.1.3.5)	"rxn00363, rxn01670, rxn00708"	AT4G14930  			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cysk: 7, nucl: 3, chlo: 2, extr: 1; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)"	"Êrxn39247, rxn39248, rxn19277, rxn27415"	AT2G21790			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 6, chlo: 2, nucl: 2, mito: 2, pero: 2; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"	"Êrxn39247, rxn39248, rxn19277, rxn27415"	AT3G23580			c				c	SUBA: One MS cytosol; PPDB: targetP cytosol; Predotar and WolfPsort: cytosol. Nosignal peptide	
Nucleic acids	Pyrimidine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"	"Êrxn39247, rxn39248, rxn19277, rxn27415"	AT3G27060			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort : chlo: 3, cyto: 3, plas: 2, extr: 2, nucl: 1, mito: 1, vacu: 1; No signal peptide"	
Nucleic acids	Pyrimidine de novo biosynthesis	Carbonic anhydrase (EC 4.2.1.1)	rxn00102	AT5G14740		"c,d"	d	c			"c, d"	"SUBA: GFP cytosol; MS cytosol and plastid; PPDB: plastid, in house experiments; Predotar: plastid and elsewhere; WolfPsort:  cyto: 6, chlo: 3, nucl: 3, mito: 1; Does have signal peptide."	
Nucleic acids	Pyrimidine de novo biosynthesis	Dihydroorotase (EC 3.5.2.3)	rxn01465	AT4G22930		d	d	c	c	PMID:12369616; PMID:22474184	"c, d"	"SUBA: MS multiple data plastid; PPDB: plastid, in house experiments and TargetP predicted cytosol; Predotar: mito and elsewhere; WolfPsort: chlo: 7, nucl: 3, mito: 2, vacu: 1; A thorough analysis of sequences of this enzyme in Arabidopsis and nine other plants homologs revealed the presence of a targeting peptide and GFP experiments place it in cytosol [PMID:22474184]. There are many results suggesting plastid location, and  targeting peptide is present. Looking at the GFP photos, we could think it is  in both plastid and cytosol."	
Nucleic acids	Pyrimidine de novo biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	AT2G17420 		x	m		"c, m"	 	"c, m"	"SUBA: MS one result each: cytosol, extracellular and peroxisome; mitochondrial NADPH dependent [PMID:11717467]. Predotar and WolfPsort: mito. Does have signal peptide. Major form present in cytosol [PMID:11717467]"	
Nucleic acids	Pyrimidine de novo biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	AT4G35460   		m	"c, m"		"c, m"	 	"c, m"	SUBA: MS 1 cytosol and 2 mito; Cytosolic NADPH dependent [PMID:11717467]; PPDB:  Dual targeted cytosolic and mito [PMID:15642341] but targetP predicted chloroplast; Predotar: mito and elsewhere; WolfPsort: chloroplast; Does have signal peptide. Major form present in mito [PMID:11717467]	
Nucleic acids	Pyrimidine de novo biosynthesis	Nucleoside diphosphate kinase (EC 2.7.4.6)	"rxn00117, rxn00237, rxn00409, rxn00839, rxn01353, rxn01673, rxn01678"	AT4G09320		"c, n, x"	"c, n, x"	c			"c, n, x"	"SUBA: GFP and MS: cytosol, nucleous and peroxisome; PPDB: curated idem; TargetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 9, chlo: 2, nucl: 2. No signal peptide. According to TMHMM does have minimal intramembrane section"	
Nucleic acids	Pyrimidine de novo biosynthesis	Deoxycytidine monophosphate deaminase (EC 3.5.4.12)	rxn01217	AT3G48540 						 	"c, d"	"Predotar: plastid and elsewhere; WolfPsort: chlo: 11, extr: 3; Has signal peptide."	
Nucleic acids	Purine de novo biosynthesis	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	rxn00770	AT2G42910		c	c	c			"c, b"	"SUBA: GFP and MS: cytosol; MS plasma membrane; PPDB: TargetP and curated cytosol; Predotar: elsewhere; WolfPsort: nucl: 6.5, cyto_nucl: 5, cyto: 2.5, E.R.: 2, chlo: 1, plas: 1; No signal peptide. Section protein inserted in membrane looking at cytosolic side. TMHMM analysis; Plasma membrane protein [PMID:17644812 ]"	
Nucleic acids	Purine de novo biosynthesis	Equilibrative nucleotide transporter 4 (AtENT4) (Nucleoside transporter ENT4)		AT4G05130						PMID:15228386	"c, b, v"	"WolfPsort: vacu: 5, plas: 3, E.R.: 2, cyto: 1, mito: 1, extr: 1Nucleoside uptake for salvage"	
Nucleic acids	Purine de novo biosynthesis	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	rxn00917	AT1G63660			c	c			c	"PPDB: Not plastid according to in house experiments; targetP: cytosol; Predotar elsewhere; WolfPsort: nucl: 4, cyto: 4, chlo: 3, cysk: 3; No signal peptide"	
Nucleic acids	Purine de novo biosynthesis	Guanylate kinase (EC 2.7.4.8)	rxn00239	AT2G41880			c	c		PMID:10632732 	c	PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cysk: 14; No signal peptide	
Nucleic acids	Purine de novo biosynthesis	Guanylate kinase (EC 2.7.4.8)	rxn00239	AT3G57550			c	c		PMID:10632732 	c	PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cysk: 14; No signal peptide	
Nucleic acids	Purine de novo biosynthesis	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	rxn00834	AT1G16350			c	c			c	PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cytosol; No signal peptide	
Nucleic acids	Purine de novo biosynthesis	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	rxn00834	AT1G79470			c	c			c	PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cytosol; No signal peptide	
Nucleic acids	Purine de novo biosynthesis	Nucleoside diphosphate kinase (EC 2.7.4.6)	"rxn00117, rxn00237, rxn00409, rxn00839, rxn01353, rxn01673, rxn01678"	AT4G23895			c	c			c	"SUBAcon: nucleous; PPDB: targetP: cytoplasm; predotar: elsewhere; WolfPsort: chlo: 4, nucl: 4, cyto: 3, mito: 3; No signal peptide"	
Nucleic acids	Purine de novo biosynthesis	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	rxn02938	AT2G05140			c	c			c	PPDB: targetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide	
Nucleic acids	Purine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)"	"rxn39245, rxn39246, rxn19077, rxn19771"	AT2G21790			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 6, chlo: 2, nucl: 2, mito: 2, pero: 2; No signal peptide"	
Nucleic acids	Purine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"	"rxn39245, rxn39246, rxn19077, rxn19771"	AT3G23580			c				c	SUBA: One MS cytosol; PPDB: targetP cytosol; Predotar and WolfPsort: cytosol. No signal peptide	
Nucleic acids	Purine de novo biosynthesis	"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"	"rxn39245, rxn39246, rxn19077, rxn19771"	AT3G27060			c				c	"PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort : chlo: 3, cyto: 3, plas: 2, extr: 2, nucl: 1, mito: 1, vacu: 1; No signal peptide"	
Nucleic acids	Purine de novo biosynthesis	Adenylate kinase (EC 2.7.4.3)	rxn00097	AT2G37250	d	d	"c, d, n"	"c, d"		"PMID:15618410
"	"c, d, n"	"SUBA: GFP plastid; PPDB: nucleous, plastid and cytosol curated; TargetP: mito; Pedotar: mito and elsewhere; WolfPsort: mito: 7, chlo: 5, nucl: 1; No signal peptide"	
Nucleic acids	Purine de novo biosynthesis	Adenylate kinase (EC 2.7.4.3)	rxn00097	AT5G50370		m	m	"c, d"			"c, m"	SUBA: MS mito multiple data; PPDB: curated mito; targetP: cytosol; Predotar and WolfPsort cytosol; No signal peptide  	
Nucleic acids	Purine de novo biosynthesis	Adenylate kinase (EC 2.7.4.3)	rxn00097	AT5G63400		m	m	"c, d"			"c, m"	SUBA: MS mito multiple data; PPDB: curated mito and not plastid in house experiments; targetP: cytosol; Predotar and WolfPsort cytosol; No signal peptide  	
Nucleic acids	Purine de novo biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	AT2G17420 		x	m		"c, m"	 	"c, m"	"SUBA: MS one result each: cytosol, extracellular and peroxisome; mitochondrial NADPH dependent [PMID:11717467]. Predotar and WolfPsort: mito. Does have signal peptide. Major form present in cytosol [PMID:11717467]"	
Nucleic acids	Purine de novo biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	rxn27318	AT4G35460   		m	"c, m"		"c, m"	 	"c, m"	SUBA: MS 1 cytosol and 2 mito; Cytosolic NADPH dependent [PMID:11717467]; PPDB:  Dual targeted cytosolic and mito [PMID:15642341] but targetP predicted chloroplast; Predotar: mito and elsewhere; WolfPsort: chloroplast; Does have signal peptide. Major form present in mito [PMID:11717467]	
Nucleic acids	Purine de novo biosynthesis	Nucleoside diphosphate kinase (EC 2.7.4.6)	"rxn00117, rxn00237, rxn00409, rxn00839, rxn01353, rxn01673, rxn01678"	AT4G09320		"c, n, x"	"c, n, x"	c			"c, n, x"	"SUBA: GFP and MS: cytosol, nucleous and peroxisome; PPDB: curated idem; TargetP cytosol; Predotar: elsewhere; WolfPsort: cyto: 9, chlo: 2, nucl: 2. No signal peptide. According to TMHMM does have minimal intramembrane section"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	"rxn00947, rxn05736, rxn09449, rxn12282, rxn37324"	AT2G04350		"b, r"	r			PMID:21143684	"c, b, r"	"SUBA: MS : 2 results each: ER and plasma membrane; 1 result each: golgi and plastid; PPDB: curated: ER; Predotar: elsewhere; WolfPsort: chlo: 4, plas: 3, E.R.: 3, nucl: 1, cyto: 1, extr: 1; Has signal peptide"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	"rxn00947, rxn05736, rxn09449, rxn12282, rxn37324"	AT4G23850		"b, g"			r	PMID:25540329	"c, b, r"	"SUBA: MS: plasma membrane, multiple results; golgi, 2 results; PPDB: curated, not plastid; Predotar: elsewhere; WolfPsort: cyto: 6, nucl: 5, cysk: 2; No signal peptide; Lit: ER by confocal fluorescence microscopy [PMID:25540329]"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Acetyl-coenzyme A carboxyl transferase domain of homomeric ACCase (EC 6.4.1.2)	"rxn27668, rxn28665"	AT1G36160			c			PMID:22791831	c	"PPDB: curated and targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 4, plas: 3, nucl: 2.5, cysk_nucl: 2, cyto: 1, mito: 1, extr: 1; No signal peptide
"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Acyl-CoA thioesterase II (EC 3.1.2.-)	rxn27290	AT4G00520			c			PMID:24100308	c	"PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: cyto: 6, chlo: 4, nucl: 3; No signal peptide"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Biotin carboxyl carrier domain of homomeric Acetyl-CoA carboxylase	"rxn19235, rxn27668"	AT1G36160			c		c	PMID:21949210	c	"PPDB: curated and targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 4, plas: 3, nucl: 2.5, cysk_nucl: 2, cyto: 1, mito: 1, extr: 1; No signal peptide; Lit: cytosol [PMID:21949210]"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Biotin carboxylase domain of homomeric ACCase (EC 6.3.4.14)	"rxn19235, rxn27668"	AT1G36160			c		c	PMID:21949210	c	"PPDB: curated and targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 4, plas: 3, nucl: 2.5, cysk_nucl: 2, cyto: 1, mito: 1, extr: 1; No signal peptide; Lit: cytosol [PMID:21949210]"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	"rxn00947, rxn05736, rxn09449, rxn12282, rxn37324"	AT1G49430			c			PMID:17434992 	c	"SUBA: MS golgi, 1 result; PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: nucl: 9, cyto: 2, chlo: 1, plas: 1; No signal peptide"	
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	"rxn00947, rxn05736, rxn09449, rxn12282, rxn37324"	AT1G64400			c			PMID:12177484	c	"SUBA: MS ER and plasma membrane, 1 result each; PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 6, cyto: 5, nucl: 2 ; No signal peptide; "	
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	"rxn00947, rxn05736, rxn09449, rxn12282, rxn37324"	AT4G11030			c			PMID:12177484	c	"PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: cyto: 8, chlo: 4, nucl: 1; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, nonmevalonate branch"	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	rxn03909	AT5G11380			d	c			"c, d"	"PPDB: targetP: plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 8, cyto: 5. No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, nonmevalonate branch"	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT5G16440		d	"c, d"	c	"d, m"	PMID:18988695	"c, d, m"	"SUBA: MS plastid; PPDB: curated, plastid and cytosol and targetP plastid;  Predotar and WolfPsort: plastid; Has signal peptide; Lit: GFP long transcript plastid mainly, some mito"	
Cofactors	"Isoprenoid biosynthesis, nonmevalonate branch"	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT3G02780		"d, m"	"c, m"	c	"d, m, x"	PMID:18988695	"c, d, m,  x"	"SUBA: GFP and MS plastid and mito; PPDB: curated mito and cytosol and targetP plastid; Predotar: elsewhere and mito; WolfPsort: plastid; No signal peptide; GFP of short transcript s located to peroxisome, while long transcript is located  mainly in mito and some to plastid [PMID:18988695]"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	rxn01501	AT1G76490	"c, r, v"	r	"b, r"	"c, r, v"		PMID:8302869	"c, b, r"	"SUBA: GFP: endoplasmic reticulum; PPDB: curated ER and membrane; Predotar: elsewhere; WolfPsort: chlo_mito: 5, chlo: 4.5, mito: 4.5, nucl: 2, plas: 2; No signal peptide
"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	rxn00829	AT3G54250			c	c			c	"PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: cyto: 6, chlo: 5, nucl: 2; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	rxn01454	AT4G11820			c	c		PMID:8566777 	c	"PPDB: targetP: cytosol; Predotar: ER and elsewhere; WolfPsort: cyto: 8, chlo: 4, mito: 1; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Mevalonate kinase (EC 2.7.1.36)	rxn01607	AT5G27450		c	c	c			c	"SUBA: GFP cytosol; PPDB: targetP cytosol; Predotar: elsewhere and ER; WolfPsort:   nucl: 9, chlo: 1, mito: 1, vacu: 1, E.R.: 1; No signal peptide. Predicitions all all over the place,but GFP is more reliable for cytosol"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT5G16440		d	"c, d"	c		PMID:18988695	"c, d"	"SUBA: MS plastid, multiple results; PPDB: curated: plastid and cytosol; targetP: cytosol; Predotar and WolfPsort: plastid; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT3G02780		"d, m"	"c, m"	c		PMID:18319397	"c, d, m"	"SUBA: GFP and MS mito and plastid; PPDB: curated mito and cytosol; Predotar: ER and elsewhere; WolfPsort: cyto: 8, chlo: 4, mito: 1; No signal peptide "	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178	AT5G47720		"c, x"	c	c			"c, x"	"SUBA: GFP: cytosol; MS: peroxisome; PPDB: curated and targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 10, cyto: 3; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178	AT5G48230		"c, x"	c	c		PMID:22332816	"c, x"	"SUBA: GFP: cytosol; MS: peroxisome; PPDB: curated and targetP: cytosol; Predotar: elsewhere; WolfPsort:  cyto: 6, chlo: 5, pero: 2; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	rxn00178	AT5G48880		"c, x"	x	c		PMID:20463027	"c, x"	"SUBA: GFP: cytosol; MS: peroxisome; PPDB: curated peroxisome and targetP: cytosol; Predotar: elsewhere; WolfPsort: cyto: 9, cysk: 1.5, cysk_nucl: 1.5, chlo: 1, mito: 1; No signal peptide"	
Cofactors	"Isoprenoid biosynthesis, mevalonate branch"	Phosphomevalonate kinase (EC 2.7.4.2)	rxn02322	AT1G31910		"c, x"		c			"c, x"	"SUBA: GFP cytosol and peroxisome; PPDB: targetP cytosol; Predotar: elsewhere and ER; WolfPsort: E.R.: 4.5, E.R._plas: 4.5, plas: 3.5, chlo: 3, mito: 1, vacu: 1; No signal peptide
"	
Cofactors	Plastoquinone biosynthesis	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	rxn01827	AT1G06570	c		"c, m"	c		PMID:10198110	c	"SUBA: MS mito, 1 result; PPDB: curated cytosol and mito, targetP predicted mito; Predotar: elsewhere; WolfPsort: cysk: 13; No signal peptide "	
Cofactors	Plastoquinone biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	"rxn00260, rxn00527"	AT1G62800		x	c	"c, d, m"	c	PMID:7894512	c	SUBAcon: peroxisome; PPDB: targetP cytoplasm; Predotar: cytoplasmic; Signal 3-L no signal peptide. Cytosolic: experimental data [PMID:7894512] 	
Cofactors	Plastoquinone biosynthesis	Aspartate aminotransferase (EC 2.6.1.1) 	"rxn00260, rxn00527"	AT5G19550	c	c	c	"c, d, m"	c	PMID:21676488	c	"SUBA: SUBAcon cytosol, GFP unclear; MS several different compartments; PPDB: curated cytosolic; Experimental data cytosolic [PMID:7894512] "	
Cofactors	Plastoquinone biosynthesis	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT2G24850		d	c	c		No evidence foe enzymatic activity	c	"SUBAcon: plastid; PPDB: targetP cytoplasm; Predotar: elsewhere. Wolfpsort:chlo: 5.5, chlo_mito: 5.5, mito: 4.5,and no signal peptide"	
Cofactors	Plastoquinone biosynthesis	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G36160		c		c		PMID:21188077	c	"SUBA: MS one data cytosol; PPDB: targetP cytoplasm; Predotar: elsewhere; WolfPsort: chlo: 3, cyto: 3; No signal peptide"	
Cofactors	Plastoquinone biosynthesis	Tyrosine aminotransferase (EC 2.6.1.5)	rxn00527	AT5G53970		c	c	c		PMID:22540282	c	SUBAcon: cytosol; PPDB targetP cytoplasm; Predotar and WolfPsort cytosol; No signal peptide.	
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT2G18640		"c, r"	r			PMID:10759500 	"c, r"	"SUBA: GFP cytosol and endoplasmic reticulum; MS plastid 1 result; PPDB: curated ER; Predotar: ER; WolfPsort:  chlo: 12, E.R.: 2; No signal peptide."	
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT2G23800		"c, r"	r			PMID:23729351	"c, r"	"SUBA: GFP cytosol and endoplasmic reticulum; PPDB: curated ER; Predotar: ER; WolfPsort: chlo: 11, E.R.: 2; Has signal peptide."	
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	"(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683"	AT2G36460			c	c			c	"SUBA: MS plasma membrane, plastid and cytosol; PPDB: targetP cytosol; curated cytosol [PMID:12953116]; Predotar: elsewhere; WolfPsort: cyto: 7, chlo: 2, pero: 2, vacu: 1.5, E.R._vacu: 1.5; No signal peptide. Lit: Enzyme in cytosol but associated with outer mito membrane, determined by GFP [PMID:12953116]"	
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	"(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683"	AT3G52930			c	c			c	"SUBA: MS plastid, vacuole and plasma membrane; PPDB: targetP predicted and curated: cytosol [PMID:12953116] ; Predotar: elsewhere; WoflPsort: cyto: 5, chlo: 3, E.R.: 3, mito: 2; No signal peptide;  Enzyme in cytosol but associated with outer mito membrane [PMID:12953116]"	
Cofactors	Biotin biosynthesis	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	(1) 5-Deoxy-D-ribose 1-phosphate[c0] <=> (1) 5-Deoxy-D-ribulose-1-phosphate [0]	AT2G05830		c	c				c	"SUBA: MS cytosol; PPDB: targetP cytosol; Predotar: elsewhere; WolfPsort:cyto: 4, cysk: 3, mito: 2, E.R.: 2, nucl: 1, plas: 1; No signal peptide"	
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	"(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683"	AT4G26520			c	c			"c, d"	"SUBA: No data: PPDB: targetP predicted cytoplasm; Predotar: elsewhere; WolfPsort: chlo: 5, cyto: 5, pero: 3; No signal peptide "	
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	"(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683"	AT4G26530		d	c	c			"c, d"	"SUBA: MS mainly plastid; PPDB: targetP predicted cytosol; Predotar: elsewhere; WolfPsort:  cyto: 8, chlo: 3, pero: 3; No signal peptide"	
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	"(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683"	AT5G03690		d	m	c			"c, d"	"SUBA: 2 MS results plastid; PPDB: targetP mito; Predotar: elsewhere; WolfPsort: cyto: 9, chlo: 2, pero: 2; No signal peptide "	
Cofactors	Biotin biosynthesis	Biotin-protein ligase (EC 6.3.4.15)		AT2G25710					"d, c, m"		"c, d, m"	Experimental evidence for multitargeting: Plastid -  [PMID:18156294] [PMID:9874227] Cytosol -  [PMID:18156294] Mitochondrion - [PMID:18156294]	
Cofactors	Biotin biosynthesis	Deoxyadenosine phosphorylase (EC 2.4.2.28)	(1) 5'-Deoxyadenosine[0] + (1) Orthophosphate[c0] <=> (1) Adenine[0] + (1) 5-Deoxy-D-ribose 1-phosphate[c0]	AT4G24350			e				"c, e"	"PPDB: targetP secreted; Predotar: Elsewhere: WolfPsort: cyto: 9, cysk: 3, chlo: 2; No signal peptide"	
Cofactors	Biotin biosynthesis	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	rxn02297	AT5G04620		c	c	c	x		"c, x"	SUBA: GFP: cytosolic [PMID:16299174]; PPDB: curated cytosolic and targetP predicted cytosolic. Peroxisomal location  suggested [PMID: 23073000] 	
Cofactors	Folate biosynthesis	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	rxn02503	AT1G69190	c	c	c	c			c	"SUBA: second isozyme is cytosolic determined by GFP method [PMID:17289662]. PPDB: cytosolic predicted by targetP; This second isozyme has not been found in some other plants, so should be removed from generic model. The At1g69190 protein is expressed only in seeds [PMID:17289662]. This protein has HPPK and DHPS activities in vitro [PMID:17289662] but appears to have no in vivo role in folate metabolism [PMID:21996493]. It may not occur in other plants. Moreover, placing HPPK/DHPS in cytoplasm in model creates need to put transporter of their product into mitochondria to keep flow in model. "	
Cofactors	Folate biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G16370		c	c				c	 SUBA: cytosolic [PMID:21166475] MS data; PPDB; targetP predicition cytoplasm; Remmeber this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Cofactors	Folate biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G21550		c	c				c	SUBAcon : predicted cytosolic; PPDB: predicted cytosolic by targetP; Remember this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Cofactors	Folate biosynthesis	Dihydroneopterin aldolase (EC 4.1.2.25)	rxn02504	AT3G11750		c	c	c			c	 SUBA: cytosolic by MS testing [PMID:21166475]; PPDB: predicted cytosolic by TargetP.	
Cofactors	Folate biosynthesis	Dihydroneopterin aldolase (EC 4.1.2.25)	rxn02504	AT3G21730		c	c	c			c	"SUBA and PPDB :plasma membrane [PMID:19334764] from MS data. According to TMHMM analysis, part inserted in inside plasma membrane;"	
Cofactors	Folate biosynthesis	Dihydroneopterin aldolase (EC 4.1.2.25)	rxn02504	AT5G62980		c	c	c			c	SUBA and PPDB : cytosolic MS data[PMID:21166475 ] targetP: cytosolic	
Cofactors	Folate biosynthesis	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.n4)	rxn03173	AT1G68760		c	c	c			c	Specific for 8-oxo-(d)GTP. Low DPPse activity; SUBA: GFP: cytosol[PMID:17804481]; MS: cytosol [PMID: 21166475]; PPDB: TargetP cytosolic for Nicotiana benthamiana enzyme	
