OG0006824	Athaliana_TAIR10||AT1G63970.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) # plastid
OG0002111	Athaliana_TAIR10||AT4G27550.1	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)
OG0002111	Athaliana_TAIR10||AT1G16980.1	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)
OG0002111	Athaliana_TAIR10||AT1G78580.1	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) # cytosol
OG0009492	Athaliana_TAIR10||ATCG00510.1	photosystem I subunit VIII (PsaI) # plastid
OG0002991	Athaliana_TAIR10||AT3G44310.1	Uncurated
OG0002991	Athaliana_TAIR10||AT5G22300.1	3-cyanoalanine hydratase (4.2.1.65) / Cyanoalanine nitrilase (EC 3.5.5.4) # mitochondria
OG0002991	Athaliana_TAIR10||AT3G44300.1	Uncurated
OG0002991	Athaliana_TAIR10||AT3G44320.1	Uncurated
OG0002025	Athaliana_TAIR10||AT2G18950.1	Homogentisate phytyltransferase (EC 2.5.1.n8) # plastid
OG0002889	Athaliana_TAIR10||AT5G47840.1	Adenylate kinase (EC 2.7.4.3) # plastid
OG0002889	Athaliana_TAIR10||AT5G35170.1	Uncurated
OG0003570	Athaliana_TAIR10||AT3G55030.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
OG0003570	Athaliana_TAIR10||AT2G39290.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) # plastid # mitochondria
OG0006255	Athaliana_TAIR10||AT3G53580.1	Diaminopimelate epimerase (EC 5.1.1.7) # plastid
OG0001708	Athaliana_TAIR10||AT5G13640.1	Phospholipid:diacylglycerol acyltransferase (EC 2.3.1.158)
OG0001708	Athaliana_TAIR10||AT3G44830.1	Uncurated
OG0007185	Athaliana_TAIR10||AT5G08340.1	FMN adenylyltransferase (EC 2.7.7.2) # plastid
OG0007185	Athaliana_TAIR10||AT5G23330.1	FMN adenylyltransferase (EC 2.7.7.2) # plastid
OG0003370	Athaliana_TAIR10||AT2G22480.1	6-phosphofructokinase (EC 2.7.1.11) # plastid
OG0006290	Athaliana_TAIR10||AT4G01690.1	Protoporphyrinogen IX oxidase, aerobic, HemY (EC 1.3.3.4) # plastid
OG0002887	Athaliana_TAIR10||AT1G37130.1	Nitrate reductase [NADH] (EC 1.7.1.1)
OG0002887	Athaliana_TAIR10||AT1G77760.1	Nitrate reductase [NADH] (EC 1.7.1.1)
OG0007313	Athaliana_TAIR10||ATMG00730.1	Cytochrome c oxidase polypeptide III (EC 1.9.3.1) # mitointer
OG0007313	Athaliana_TAIR10||AT2G07687.1	Cytochrome c oxidase polypeptide III (EC 1.9.3.1) # mitointer
OG0000029	Athaliana_TAIR10||AT3G21760.1	Uncurated
OG0000029	Athaliana_TAIR10||AT3G21790.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G29750.1	Uncurated
OG0000029	Athaliana_TAIR10||AT5G26310.1	Uncurated
OG0000029	Athaliana_TAIR10||AT3G16520.3	Uncurated
OG0000029	Athaliana_TAIR10||AT3G50740.1	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase (EC 2.4.1.111)
OG0000029	Athaliana_TAIR10||AT3G21750.1	Uncurated
OG0000029	Athaliana_TAIR10||AT4G15280.1	Uncurated
OG0000029	Athaliana_TAIR10||AT1G01390.1	Uncurated
OG0000029	Athaliana_TAIR10||AT4G36770.1	Uncurated
OG0000029	Athaliana_TAIR10||AT1G07250.1	Uncurated
OG0000029	Athaliana_TAIR10||AT4G15260.1	Uncurated
OG0000029	Athaliana_TAIR10||AT1G07260.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G29740.1	Uncurated
OG0000029	Athaliana_TAIR10||AT3G21800.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G29730.1	Uncurated
OG0000029	Athaliana_TAIR10||AT4G01070.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G29710.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G18560.1	Uncurated
OG0000029	Athaliana_TAIR10||AT4G15270.1	Uncurated
OG0000029	Athaliana_TAIR10||AT3G21780.1	Uncurated
OG0000029	Athaliana_TAIR10||AT2G18570.1	Uncurated
OG0000029	Athaliana_TAIR10||AT1G01420.1	Uncurated
OG0000029	Athaliana_TAIR10||AT1G07240.1	Uncurated
OG0000029	Athaliana_TAIR10||AT5G66690.1	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase (EC 2.4.1.111)
OG0005824	Athaliana_TAIR10||AT1G29900.1	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) # plastid
OG0007721	Athaliana_TAIR10||AT1G60550.1	Naphthoate synthase (EC 4.1.3.36) # plastid # peroxisome
OG0000757	Athaliana_TAIR10||ATCG00350.1	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA) # plastid
OG0000757	Athaliana_TAIR10||ATCG00340.1	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB) # plastid
OG0007930	Athaliana_TAIR10||AT3G08610.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 # mitointer
OG0003268	Athaliana_TAIR10||AT5G50850.1	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1) # mitochondria
OG0009703	Athaliana_TAIR10||ATCG00570.1	Cytochrome b559 beta chain (PsbF) # plastid
OG0004698	Athaliana_TAIR10||ATCG00470.1	Plastidial ATP synthase epsilon chain # plastid
OG0005562	Athaliana_TAIR10||ATCG00700.1	Photosystem II protein PsbN # plastid
OG0004634	Athaliana_TAIR10||AT1G30510.2	Ferredoxin-NADP(+) reductase (EC 1.18.1.2) # plastid
OG0004634	Athaliana_TAIR10||AT4G05390.1	Ferredoxin-NADP(+) reductase (EC 1.18.1.2) # plastid
OG0003092	Athaliana_TAIR10||AT2G21550.1	Dihydrofolate reductase (EC 1.5.1.3) / Thymidylate synthase (EC 2.1.1.45) # cytosol
OG0003092	Athaliana_TAIR10||AT4G34570.1	Dihydrofolate reductase (EC 1.5.1.3) / Thymidylate synthase (EC 2.1.1.45) # cytosol # mitochondria
OG0003092	Athaliana_TAIR10||AT2G16370.1	Dihydrofolate reductase (EC 1.5.1.3) / Thymidylate synthase (EC 2.1.1.45) # cytosol
OG0001972	Athaliana_TAIR10||AT3G01390.1	V-type ATP synthase subunit G (EC 3.6.3.14) # vacuole
OG0001972	Athaliana_TAIR10||AT4G25950.1	V-type ATP synthase subunit G (EC 3.6.3.14) # vacuole
OG0001972	Athaliana_TAIR10||AT4G23710.1	V-type ATP synthase subunit G (EC 3.6.3.14) # vacuole
OG0006012	Athaliana_TAIR10||AT1G12230.2	Transaldolase (EC 2.2.1.2) # plastid
OG0005089	Athaliana_TAIR10||AT3G15820.1	Phosphatidylcholine:diacylglycerol cholinephosphotransferase (EC 2.7.8.-)
OG0005089	Athaliana_TAIR10||AT3G15830.1	Uncurated
OG0001054	Athaliana_TAIR10||AT1G02640.1	Uncurated
OG0001054	Athaliana_TAIR10||AT5G09730.1	Uncurated
OG0001054	Athaliana_TAIR10||AT5G49360.1	Beta-xylosidase (EC 3.2.1.37)
OG0001054	Athaliana_TAIR10||AT3G19620.1	Uncurated
OG0001054	Athaliana_TAIR10||AT5G64570.1	Beta-xylosidase (EC 3.2.1.37)
OG0002651	Athaliana_TAIR10||AT5G20090.1	Mitochondrial pyruvate carrier (TC 2.A.105) # mitochondria
OG0008261	Athaliana_TAIR10||AT1G71750.2	Guanine phosphoribosyltransferase (EC 2.4.2.8)
OG0006917	Athaliana_TAIR10||AT1G55670.1	photosystem I subunit PsaG # plastid
OG0001077	Athaliana_TAIR10||AT5G54950.1	Uncurated
OG0001077	Athaliana_TAIR10||AT2G05710.1	Aconitate hydratase (EC 4.2.1.3) # cytosol # plastid # mitochondria
OG0001077	Athaliana_TAIR10||AT4G26970.1	Aconitate hydratase (EC 4.2.1.3) # cytosol # plastid # mitochondria
OG0001077	Athaliana_TAIR10||AT4G35830.1	Aconitate hydratase (EC 4.2.1.3) # cytosol # mitochondria
OG0000643	Athaliana_TAIR10||AT3G23920.1	Beta-amylase (EC 3.2.1.2) # plastid
OG0000643	Athaliana_TAIR10||AT5G55700.1	Beta-amylase (EC 3.2.1.2)
OG0000643	Athaliana_TAIR10||AT4G17090.1	Beta-amylase (EC 3.2.1.2) # plastid
OG0000643	Athaliana_TAIR10||AT4G15210.1	Beta-amylase (EC 3.2.1.2)
OG0000643	Athaliana_TAIR10||AT2G32290.1	Beta-amylase (EC 3.2.1.2)
OG0001773	Athaliana_TAIR10||ATCG00020.1	photosystem II protein D1 (PsbA) # plastid
OG0000432	Athaliana_TAIR10||AT4G26220.1	Caffeoyl-CoA O-methyltransferase (EC 2.1.1.104)
OG0000432	Athaliana_TAIR10||AT4G34050.1	Caffeoyl-CoA O-methyltransferase (EC 2.1.1.104)
OG0000432	Athaliana_TAIR10||AT3G62000.2	Uncurated
OG0000432	Athaliana_TAIR10||AT1G67990.1	Uncurated
OG0000432	Athaliana_TAIR10||AT3G61990.1	Uncurated
OG0000432	Athaliana_TAIR10||AT1G24735.2	Uncurated
OG0000432	Athaliana_TAIR10||AT1G67980.1	Caffeoyl-CoA O-methyltransferase (EC 2.1.1.104)
OG0005814	Athaliana_TAIR10||AT4G34700.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 # mitointer
OG0000855	Athaliana_TAIR10||AT3G14150.1	Glycolate oxidase (EC 1.1.3.15) # peroxisome
OG0000855	Athaliana_TAIR10||AT4G18360.1	Glycolate oxidase (EC 1.1.3.15) # peroxisome
OG0000855	Athaliana_TAIR10||AT3G14130.1	Glycolate oxidase (EC 1.1.3.15)
OG0000855	Athaliana_TAIR10||AT3G14415.2	Glycolate oxidase (EC 1.1.3.15) # peroxisome
OG0000855	Athaliana_TAIR10||AT3G14420.1	Glycolate oxidase (EC 1.1.3.15) # plastid # peroxisome
OG0005649	Athaliana_TAIR10||AT4G28660.2	Photosystem II 13 kDa protein Psb28 (similar to PsbW) # plastid
OG0004333	Athaliana_TAIR10||AT2G44160.1	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) # cytosol
OG0004333	Athaliana_TAIR10||AT3G59970.3	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) # cytosol
OG0004892	Athaliana_TAIR10||AT5G49810.1	Methionine S-methyltransferase (EC 2.1.1.12) # cytosol
OG0003613	Athaliana_TAIR10||AT3G18850.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
OG0003613	Athaliana_TAIR10||AT1G75020.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
OG0004609	Athaliana_TAIR10||ATMG01360.1	Cytochrome c oxidase polypeptide I (EC 1.9.3.1) # mitointer
OG0003334	Athaliana_TAIR10||AT4G21470.1	Riboflavin kinase (EC 2.7.1.26)
OG0000720	Athaliana_TAIR10||AT5G46290.3	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41) # plastid
OG0000720	Athaliana_TAIR10||AT1G74960.1	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179) # plastid
OG0003408	Athaliana_TAIR10||AT1G76550.1	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90) # cytosol
OG0003408	Athaliana_TAIR10||AT1G20950.1	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90) # cytosol
OG0007323	Athaliana_TAIR10||AT4G30950.1	Omega-6 fatty acid desaturase (EC 1.14.19.-) # plastid
OG0008754	Athaliana_TAIR10||AT2G04560.1	Lipid-A-disaccharide synthase (EC 2.4.1.182)
OG0000083	Athaliana_TAIR10||AT4G34250.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT5G49070.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT1G71160.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT4G34510.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT1G68530.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199) # peroxisome
OG0000083	Athaliana_TAIR10||AT1G25450.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT2G26250.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT1G04220.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT2G46720.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT3G52160.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT2G15090.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT4G34520.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT1G19440.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT5G43760.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT1G01120.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT3G10280.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT2G26640.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0000083	Athaliana_TAIR10||AT2G16280.1	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)
OG0004100	Athaliana_TAIR10||AT1G79040.1	Photosystem II 10 kDa protein PsbR # plastid
OG0005602	Athaliana_TAIR10||AT1G63000.1	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase (no EC) / UDP-4-dehydro-rhamnose reductase (EC 1.1.1.-)
OG0002784	Athaliana_TAIR10||AT4G20050.1	Polygalacturonase (EC 3.2.1.15)
OG0002784	Athaliana_TAIR10||AT4G20040.1	Uncurated
OG0006937	Athaliana_TAIR10||AT1G60490.1	Phosphatidylinositol 3-kinase (EC 2.7.1.137)
OG0005581	Athaliana_TAIR10||AT4G26900.1	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-) / Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-) # plastid
OG0000028	Athaliana_TAIR10||AT1G13080.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48270.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26300.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G53290.1	Uncurated
OG0000028	Athaliana_TAIR10||AT1G13110.1	Uncurated
OG0000028	Athaliana_TAIR10||AT1G11610.2	Uncurated
OG0000028	Athaliana_TAIR10||AT2G24180.1	Uncurated
OG0000028	Athaliana_TAIR10||AT4G13770.1	Oxime metabolizining monooxygenase in aliphatic glucosinolates biosynthesis # endoplasm
OG0000028	Athaliana_TAIR10||AT3G26270.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G57260.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26150.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26180.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48280.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G53300.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26320.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G25130.1	Uncurated
OG0000028	Athaliana_TAIR10||AT2G30750.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26310.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26830.1	Uncurated
OG0000028	Athaliana_TAIR10||AT1G13090.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G24950.1	Uncurated
OG0000028	Athaliana_TAIR10||AT2G30770.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48310.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26290.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G35715.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26280.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48320.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26160.1	Uncurated
OG0000028	Athaliana_TAIR10||AT4G20240.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26200.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G24960.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26190.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26330.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48290.2	Uncurated
OG0000028	Athaliana_TAIR10||AT3G53280.1	Uncurated
OG0000028	Athaliana_TAIR10||AT4G13290.1	Uncurated
OG0000028	Athaliana_TAIR10||AT4G31500.1	Oxime metabolizining monooxygenase in Trp, Phe, Tyr-derived glucosinolates biosynthesis # endoplasm
OG0000028	Athaliana_TAIR10||AT3G26230.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G42590.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G25140.1	Uncurated
OG0000028	Athaliana_TAIR10||AT1G13100.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26210.1	Uncurated
OG0000028	Athaliana_TAIR10||AT2G02580.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26220.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G25120.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G44250.1	Uncurated
OG0000028	Athaliana_TAIR10||AT5G25180.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G48300.1	Uncurated
OG0000028	Athaliana_TAIR10||AT4G13310.1	Uncurated
OG0000028	Athaliana_TAIR10||AT3G26170.1	Uncurated
OG0003541	Athaliana_TAIR10||AT4G28750.1	photosystem I subunit IV (PsaE) # plastid
OG0003541	Athaliana_TAIR10||AT2G20260.1	photosystem I subunit IV (PsaE) # plastid
OG0005033	Athaliana_TAIR10||AT4G37830.1	Cytochrome c oxidase subunit 6a # mitointer
OG0006537	Athaliana_TAIR10||AT3G51820.1	Chlorophyll a synthase ChlG (EC 2.5.1.62) # plastid
OG0007061	Athaliana_TAIR10||AT4G33030.1	UDP-sulfoquinovose synthase (EC 3.13.1.1) # plastid
OG0007802	Athaliana_TAIR10||AT5G23220.1	Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family
OG0007802	Athaliana_TAIR10||AT5G23230.1	Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family
OG0001818	Athaliana_TAIR10||AT4G09320.1	Nucleoside diphosphate kinase (EC 2.7.4.6) # cytosol # nucleus # peroxisome
OG0001818	Athaliana_TAIR10||AT5G63310.1	Nucleoside diphosphate kinase (EC 2.7.4.6) # plastid # nucleus
OG0004410	Athaliana_TAIR10||AT2G32040.1	10-Formyltetrahydrofolate transport / 5-Formyltetrahydrofolate transport / 5-Methylenetetrahydrofolate transport / 5-Methylenyltetrahydrofolate transport / 5-Methyltetrahydrofolate transport / Tetrahydrofolate transport # plastid
OG0006284	Athaliana_TAIR10||AT1G47420.1	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH5 # mitochondria
OG0004177	Athaliana_TAIR10||AT1G32060.1	Phosphoribulokinase (EC 2.7.1.19) # plastid
OG0007588	Athaliana_TAIR10||AT1G30520.1	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26) # plastid # peroxisome
OG0004215	Athaliana_TAIR10||AT3G02870.1	Inositol-1-monophosphatase (EC 3.1.3.25)
OG0002492	Athaliana_TAIR10||AT2G27860.1	UDP-D-apiose synthase (EC 4.1.1.-) / UDP-glucuronate decarboxylase (EC 4.1.1.35)
OG0002492	Athaliana_TAIR10||AT1G08200.1	UDP-D-apiose synthase (EC 4.1.1.-) / UDP-glucuronate decarboxylase (EC 4.1.1.35)
OG0003153	Athaliana_TAIR10||AT3G05630.1	Phospholipase D (EC 3.1.4.4) # vacuole
OG0003153	Athaliana_TAIR10||AT3G16785.1	Phospholipase D (EC 3.1.4.4)
OG0002652	Athaliana_TAIR10||AT5G05980.1	Folylpolyglutamate synthase (EC 6.3.2.17) # cytosol # plastid
OG0002652	Athaliana_TAIR10||AT3G55630.3	Folylpolyglutamate synthase (EC 6.3.2.17) # cytosol
OG0002652	Athaliana_TAIR10||AT3G10160.1	Folylpolyglutamate synthase (EC 6.3.2.17) # mitochondria
OG0007988	Athaliana_TAIR10||AT1G67550.1	Urease (EC 3.5.1.5) # cytosol
OG0004697	Athaliana_TAIR10||ATCG00300.1	Photosystem II protein PsbZ # plastid
OG0004154	Athaliana_TAIR10||AT2G22570.1	Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family
OG0014096	Athaliana_TAIR10||AT1G16400.1	Penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n6) # endoplasm
OG0014096	Athaliana_TAIR10||AT1G16410.1	Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase (EC 1.14.13.n5) # endoplasm
OG0001065	Athaliana_TAIR10||AT4G09510.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)
OG0001065	Athaliana_TAIR10||AT1G22650.1	Uncurated
OG0001065	Athaliana_TAIR10||AT4G34860.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)
OG0001065	Athaliana_TAIR10||AT1G72000.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)
OG0001065	Athaliana_TAIR10||AT1G35580.1	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26) # cytosol # nucleus
OG0004588	Athaliana_TAIR10||AT5G18800.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 # mitointer
OG0004588	Athaliana_TAIR10||AT3G06310.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 # mitointer
OG0006761	Athaliana_TAIR10||AT2G40840.1	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25) # cytosol
OG0007847	Athaliana_TAIR10||AT3G10700.1	Galacturonokinase (EC 2.7.1.44)
OG0007270	Athaliana_TAIR10||AT5G48840.1	Pantoate--beta-alanine ligase (EC 6.3.2.1) # cytosol
OG0003862	Athaliana_TAIR10||AT1G20020.1	Ferredoxin-NADP(+) reductase (EC 1.18.1.2) # plastid
OG0003862	Athaliana_TAIR10||AT5G66190.1	Ferredoxin-NADP(+) reductase (EC 1.18.1.2) # plastid
OG0006518	Athaliana_TAIR10||AT3G60620.1	Phosphatidate cytidylyltransferase (EC 2.7.7.41) # plastid
OG0006518	Athaliana_TAIR10||AT2G45150.1	Phosphatidate cytidylyltransferase (EC 2.7.7.41) # plastid
OG0006678	Athaliana_TAIR10||AT4G35295.1	Uncurated
OG0006678	Athaliana_TAIR10||AT2G17265.1	Homoserine kinase (EC 2.7.1.39) # plastid
OG0000512	Athaliana_TAIR10||AT1G23460.1	Uncurated
OG0000512	Athaliana_TAIR10||AT1G80140.1	Uncurated
OG0000512	Athaliana_TAIR10||AT2G41850.1	Polygalacturonase (EC 3.2.1.15)
OG0000512	Athaliana_TAIR10||AT3G57510.1	Polygalacturonase (EC 3.2.1.15)
OG0000512	Athaliana_TAIR10||AT3G07970.1	Polygalacturonase (EC 3.2.1.15)
OG0000512	Athaliana_TAIR10||AT1G70500.1	Uncurated
OG0000512	Athaliana_TAIR10||AT1G80170.1	Uncurated
OG0007475	Athaliana_TAIR10||AT2G20360.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9 # mitointer
OG0006124	Athaliana_TAIR10||AT1G23360.1	2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG of phylloquinone biosynthesis (EC 2.1.1.-) / Demethylphylloquinone methyltransferase (EC 2.1.1.329) # plastid
OG0000945	Athaliana_TAIR10||AT1G15690.1	Pyrophosphate-energized proton pump (EC 3.6.1.1) # vacuole # cellwall
OG0007081	Athaliana_TAIR10||AT2G29630.1	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17) # plastid
OG0000688	Athaliana_TAIR10||AT3G02620.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)
OG0000688	Athaliana_TAIR10||AT3G02630.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2) # plastid
OG0000688	Athaliana_TAIR10||AT2G43710.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2) # plastid
OG0000688	Athaliana_TAIR10||AT3G02610.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)
OG0000688	Athaliana_TAIR10||AT5G16230.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)
OG0000688	Athaliana_TAIR10||AT5G16240.1	Probable acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)
OG0000688	Athaliana_TAIR10||AT1G43800.1	Probable acyl-ACP desaturase, Palmitoyl-ACP 9-desaturase (EC 1.14.19.-)
OG0001920	Athaliana_TAIR10||AT3G62410.1	Protein CP12, regulation of Calvin cycle via association/dissociation of PRK/CP12/GAPDH complex # plastid
OG0001920	Athaliana_TAIR10||AT2G47400.1	Protein CP12, regulation of Calvin cycle via association/dissociation of PRK/CP12/GAPDH complex # plastid
OG0001920	Athaliana_TAIR10||AT1G76560.1	Protein CP12, regulation of Calvin cycle via association/dissociation of PRK/CP12/GAPDH complex # plastid
OG0003803	Athaliana_TAIR10||AT1G63050.1	Phospholipid:diacylglycerol acyltransferase (EC 2.3.1.158)
OG0003803	Athaliana_TAIR10||AT1G12640.1	Phospholipid:diacylglycerol acyltransferase (EC 2.3.1.158)
OG0005579	Athaliana_TAIR10||AT4G09520.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12) # cytosol
OG0005579	Athaliana_TAIR10||AT3G30841.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12) # cytosol
OG0002919	Athaliana_TAIR10||AT2G42910.1	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1) # cytosol
OG0002919	Athaliana_TAIR10||AT1G10700.1	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1) # plastid
OG0006024	Athaliana_TAIR10||AT2G36230.1	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) # plastid
OG0002350	Athaliana_TAIR10||AT5G28237.1	Tryptophan synthase beta chain (EC 4.2.1.20)
OG0002350	Athaliana_TAIR10||AT4G27070.1	Tryptophan synthase beta chain (EC 4.2.1.20) # plastid
OG0002350	Athaliana_TAIR10||AT5G54810.1	Tryptophan synthase beta chain (EC 4.2.1.20) # plastid
OG0000409	Athaliana_TAIR10||AT4G38300.1	Uncurated
OG0000409	Athaliana_TAIR10||AT1G58370.1	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)
OG0000409	Athaliana_TAIR10||AT4G38650.1	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)
OG0000409	Athaliana_TAIR10||AT4G33820.1	Uncurated
OG0000409	Athaliana_TAIR10||AT4G33810.1	Uncurated
OG0000409	Athaliana_TAIR10||AT4G33830.1	Uncurated
