Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
L-asparaginase (EC 3.5.1.1)	fgenesh2_kg.3__1770__AT3G16150.1|scaffold_600815.1	AT3G16150|AT5G08100	BRADI1G15126|BRADI1G15130|BRADI5G24227		GLYMA04G04470|GLYMA05G07420|GLYMA06G04590|GLYMA14G09510|GLYMA17G35650	ORGLA04G0239200	OS03G0597600|OS04G0650700	POPTR_0002s12440|POPTR_0012s06250|POPTR_0014s02300	Sb01g015190|Sb06g030910|Sb07g000640	Vv17s0000g04910|Vv18s0001g09910	GRMZM2G082032|GRMZM2G129540|GRMZM2G531230
L-galactono-1,4-lactone dehydrogenase, mitochondrial (EC 1.3.2.3)	fgenesh2_kg.5__1148__AT3G47930.1	AT3G47930	BRADI4G43070		GLYMA02G27260|GLYMA10G17370|GLYMA10G17440	ORGLA11G0024600|ORGLA12G0022800	OS11G0143500|OS12G0139600	POPTR_0006s04170|POPTR_0016s03990	Sb05g002615|Sb05g002630|Sb05g002676	Vv08s0007g05710	GRMZM2G469969
L-galactose dehydrogenase (At-GalDH) (L-GalDH) (EC 1.1.1.316)	fgenesh2_kg.7__746__AT4G33670.1	AT4G33670	BRADI4G07350		GLYMA07G30395|GLYMA08G06840		OS12G0482700	POPTR_0001s29390|POPTR_0009s08490	Sb08g014630	Vv03s0088g01250	GRMZM2G126002
L-tyrosine decarboxylase (EC 4.1.1.25)	fgenesh2_kg.7__1327__AT4G28680.1|scaffold_304354.1	AT2G20340|AT4G28680	BRADI1G28960	CHLREDRAFT_116869	GLYMA03G32510	ORGLA07G0104400	OS07G0437500	POPTR_0002s25690	Sb02g010470	Vv07s0005g04480	
Lactoylglutathione lyase (EC 4.4.1.5)	fgenesh1_pg.C_scaffold_1000665|fgenesh2_kg.2__953__AT1G67280.1|scaffold_101291.1	AT1G08110|AT1G11840|AT1G67280	BRADI2G31810|BRADI3G10330|BRADI3G14960|BRADI5G03830	CHLREDRAFT_106176	GLYMA01G34800|GLYMA05G35700|GLYMA07G39120|GLYMA08G03970|GLYMA09G00660|GLYMA09G32650|GLYMA11G20000|GLYMA12G08470|GLYMA15G11530	ORGLA02G0110000|ORGLA05G0068800|ORGLA05G0090200|ORGLA08G0045700	OS02G0280500|OS05G0230900|OS05G0295800|OS08G0191700	POPTR_0004s01320|POPTR_0004s22470|POPTR_0009s01280	Sb06g003070|Sb07g005460|Sb09g007910	Vv06s0061g00460|Vv10s0116g01660|Vv19s0090g00650	GRMZM2G076006|GRMZM2G081268|GRMZM2G125310|GRMZM2G181192
Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)	Al_scaffold_0007_1096|Al_scaffold_0007_1097|fgenesh2_kg.1__3871__AT2G19110.1|fgenesh2_kg.3__3523__AT2G19110.1	AT2G19110|AT4G30110|AT4G30120	BRADI1G34140		GLYMA09G06166|GLYMA13G00630|GLYMA17G06800			POPTR_0003s04300|POPTR_0006s07650	Sb10g028920	Vv11s0103g00370	GRMZM2G099191
Leucoanthocyanidin reductase (EC 1.17.1.3)	fgenesh2_kg.2__1802__AT1G75290.1|fgenesh2_kg.7__128__AT4G39230.1	AT1G75290|AT4G39230	BRADI4G05450|BRADI4G05455		GLYMA04G01380|GLYMA06G01421	ORGLA06G0281700|ORGLA06G0282200	OS06G0472200	POPTR_0004s16390|POPTR_0007s11780|POPTR_0009s12070|POPTR_0009s12080|POPTR_0009s12090|POPTR_0011s17140	Sb03g008740|Sb03g043200		
Leucyl-tRNA synthetase (EC 6.1.1.4)	fgenesh2_kg.1__1014__AT1G09620.1	AT1G09620	BRADI2G08390|BRADI3G33360	CHLREDRAFT_132801|CHLREDRAFT_39075	GLYMA01G41660|GLYMA11G03700	ORGLA09G0062000	OS05G0241100|OS09G0378300|OS09G0503400	POPTR_0004s23530|POPTR_0022s00330	Sb01g038510|Sb04g031390|Sb04g031392|Sb06g031980	Vv12s0035g01160|Vv18s0001g06880	GRMZM2G071333|GRMZM5G887303
Lipoxygenase (EC 1.13.11.12)	fgenesh2_kg.2__1515__AT1G72520.1|fgenesh2_kg.2__989__AT1G67560.1	AT1G67560|AT1G72520	BRADI1G72690		GLYMA03G42500|GLYMA07G04480|GLYMA08G10840|GLYMA11G31180|GLYMA16G01070|GLYMA19G45280			POPTR_0001s16780|POPTR_0008s17810|POPTR_0010s06720	Sb01g045240	Vv00s0265g00170|Vv01s0010g02750|Vv09s0002g01080	GRMZM2G017616
Lycopene beta cyclase (EC 5.5.1.19)	fgenesh2_kg.3__1049__AT3G10230.1	AT3G10230	BRADI3G06597		GLYMA03G28470|GLYMA19G31220	ORGLA02G0063800	OS02G0190600	POPTR_0006s04160|POPTR_0016s03980	Sb04g006120	Vv08s0007g05690	GRMZM5G849107
Lycopene epsilon cyclase (EC 5.5.1.18)	scaffold_802265.1	AT5G57030	BRADI2G41890	CHLREDRAFT_187094	GLYMA09G07590|GLYMA15G18810		OS01G0581300	POPTR_0006s14930	Sb03g026020	Vv11s0016g01880	
Lysine ketoglutarate reductase (EC 1.5.1.8) (LOR) (LKR)	fgenesh2_kg.7__804__AT4G33150.1	AT4G33150	BRADI3G60160		GLYMA13G17580|GLYMA17G04920	ORGLA02G0303700	OS02G0783700	POPTR_0006s13640|POPTR_0006s13650	Sb04g035220	Vv11s0016g00280	GRMZM2G110324|GRMZM2G181362
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	fgenesh2_kg.3__1217__AT3G11710.1	AT3G11710	BRADI1G11876|BRADI1G15370	CHLREDRAFT_138493	GLYMA10G08040|GLYMA13G21870|GLYMA17G03140	ORGLA03G0228300	OS03G0586800	POPTR_0006s17970|POPTR_0018s09760|POPTR_0018s09780	Sb01g015530	Vv14s0060g02350|Vv15s0024g00700	GRMZM2G146589|GRMZM2G386714
Membrane alanine aminopeptidase N (EC 3.4.11.2)	scaffold_200135.1	AT1G63770	BRADI3G12520	CHLREDRAFT_120875|CHLREDRAFT_132291	GLYMA05G37670|GLYMA08G01921	ORGLA08G0192000	OS08G0562700	POPTR_0001s09600|POPTR_0003s12960|POPTR_0743s00200|POPTR_0743s00210	Sb07g023850	Vv00s0120g00290|Vv00s0188g00050|Vv02s0025g03270|Vv02s0025g03280|Vv16s0013g01340	GRMZM2G389233
Methionine gamma-lyase (EC 4.4.1.11)	Al_scaffold_0001_4284	AT1G64660	BRADI3G30860		GLYMA02G09650|GLYMA10G31590|GLYMA13G10360		OS10G0517500	POPTR_0001s11350|POPTR_0003s14660|POPTR_0003s18590|POPTR_0003s18600|POPTR_0393s00210	Sb01g017060	Vv02s0025g02560	GRMZM2G078097|GRMZM2G450498
Methionyl-tRNA synthetase (EC 6.1.1.10)	fgenesh2_kg.7__2969__AT4G13780.1	AT4G13780	BRADI1G69880		GLYMA12G02076	ORGLA06G0137100	OS10G0400100	POPTR_0001s32490|POPTR_0017s08450	Sb01g042830|Sb04g029070	Vv05s0029g01200|Vv07s0095g00760|Vv14s0030g00580	GRMZM2G099628|GRMZM2G143450|GRMZM2G166713
Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	fgenesh2_kg.1__243__AT1G03090.2	AT1G03090	BRADI4G02380	CHLREDRAFT_193008	GLYMA02G16390|GLYMA10G03440	ORGLA12G0155300	OS12G0605800	POPTR_0005s23500	Sb08g020810	Vv07s0151g00460	GRMZM2G019926
Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	fgenesh1_pm.C_scaffold_7000568	AT4G34030	BRADI3G36140	CHLREDRAFT_24506	GLYMA02G14860|GLYMA07G33620	ORGLA08G0131900	OS08G0424200	POPTR_0009s10380	Sb07g020640	Vv03s0063g00290	GRMZM2G702490
Methylesterase 17 (AtMES17) (EC 3.1.1.-)	fgenesh2_kg.3__1122__AT3G10870.1	AT3G10870			GLYMA02G38410|GLYMA04G40170|GLYMA06G14640			POPTR_0019s08980|POPTR_0019s15170		Vv13s0067g03260	
Methylglutaconyl-CoA hydratase (EC 4.2.1.18)	fgenesh2_kg.7__2626__AT4G16800.1	AT4G16800	BRADI3G50440	CHLREDRAFT_186653	GLYMA05G05200|GLYMA17G15500	ORGLA02G0225800|ORGLA02G0225900	OS02G0654000|OS02G0654100	POPTR_0001s15320|POPTR_0003s07870	Sb04g033130|Sb04g033140	Vv02s0234g00080	GRMZM2G094655|GRMZM2G398500
Monoamine oxidase (EC 1.4.3.4)	fgenesh2_kg.2__200__AT1G62810.1|fgenesh2_kg.7__2830__AT4G14940.1	AT1G62810|AT4G14940			GLYMA10G39430|GLYMA20G28370			POPTR_0001s07880|POPTR_0010s09910		Vv00s1682g00010|Vv05s0020g03310|Vv05s0094g01210	
Monodehydroascorbate reductase, chloroplastic (MDAR) (EC 1.6.5.4)	fgenesh2_kg.2__94__AT1G63940.4	AT1G63940	BRADI3G17120		GLYMA05G37430|GLYMA08G02100	ORGLA08G0024400		POPTR_0001s09830	Sb07g003280	Vv02s0025g00340	GRMZM5G828229
Myrcene synthase (EC 4.2.3.15)	Al_scaffold_0004_406|fgenesh1_pm.C_scaffold_7002067|fgenesh2_kg.7__2635__AT4G16740.1|scaffold_400428.1	AT2G24210|AT4G16730|AT4G16740									
N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	fgenesh2_kg.1__3303__AT1G31070.2	AT1G31070							Sb06g028340	Vv00s1959g00010	
N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141)	scaffold_702792.1	AT4G16710	BRADI2G38000|BRADI3G43170	CHLREDRAFT_182754	GLYMA05G13540|GLYMA06G36690	ORGLA02G0140900	OS02G0467700	POPTR_0005s03870|POPTR_0013s02650	Sb04g017490|Sb08g016480	Vv00s0340g00070|Vv14s0128g00170	GRMZM2G022470|GRMZM2G050705|GRMZM2G124671
N-carbamoylputrescine amidase (EC 3.5.1.53)	fgenesh2_kg.4__704__AT2G27450.2|fgenesh2_kg.8__2461__AT5G64370.1	AT2G27450|AT5G64370	BRADI1G27460|BRADI3G44960	CHLREDRAFT_116571|CHLREDRAFT_117164|CHLREDRAFT_157234	GLYMA07G30090|GLYMA08G07960|GLYMA12G31100|GLYMA13G39210	ORGLA02G0165100	OS02G0533900|OS07G0485100	POPTR_0004s21160|POPTR_0007s03190|POPTR_0009s16420	Sb02g033430|Sb04g021790	Vv03s0017g00550|Vv06s0080g00560	GRMZM2G073950|GRMZM2G077673
NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	fgenesh2_kg.6__1817__AT5G18170.1|fgenesh2_kg.6__709__AT5G07440.1	AT5G07440|AT5G18170	BRADI1G05680|BRADI5G17330	CHLREDRAFT_137469|CHLREDRAFT_82916	GLYMA01G41310|GLYMA05G05460|GLYMA11G16320|GLYMA16G04560|GLYMA17G15740|GLYMA19G28770	ORGLA02G0223600|ORGLA04G0175100	OS02G0650900|OS03G0794500|OS04G0543900	POPTR_0001s15130|POPTR_0012s11500|POPTR_0013s05480|POPTR_0015s12250|POPTR_0019s05050	Sb01g005370|Sb06g024150	Vv00s0204g00150|Vv00s0204g00160|Vv00s1491g00010|Vv08s0007g07400|Vv16s0039g02720|Vv16s0039g02740|Vv16s0039g02750	GRMZM2G178415|GRMZM2G427097
Nicotianamine synthase (EC 2.5.1.43)	fgenesh2_kg.1__4760__AT1G56430.1|fgenesh2_kg.1__967__AT1G09240.1|fgenesh2_kg.6__416__AT5G04950.1|scaffold_802149.1	AT1G09240|AT1G56430|AT5G04950|AT5G56080			GLYMA03G39050|GLYMA19G41630			POPTR_0005s01730|POPTR_0010s15300		Vv14s0060g01190	
Nitrate reductase [NADH] 1 (NR1) (EC 1.7.1.1)	scaffold_202739.1	AT1G77760	BRADI3G57680								GRMZM2G428027
Nitrate reductase [NADH] 2 (NR2) (EC 1.7.1.1)	scaffold_104075.1	AT1G37130	BRADI3G37940	CHLREDRAFT_184661	GLYMA06G11430|GLYMA13G02510|GLYMA13G02535|GLYMA14G33480|GLYMA14G33490	ORGLA02G0294900|ORGLA08G0154200|ORGLA09G0167000|ORGLA09G0171100	OS02G0770800|OS08G0468100|OS08G0468700	POPTR_0002s08930|POPTR_0005s16180	Sb04g024300|Sb04g034470|Sb07g022750	Vv18s0001g03910	GRMZM2G076723|GRMZM2G568636|GRMZM5G878558
Nitrile hydratase (EC 4.2.1.84)	Al_scaffold_0006_2098|fgenesh1_pm.C_scaffold_5000676|fgenesh2_kg.5__841__AT3G44320.1	AT3G44300|AT3G44310|AT3G44320	BRADI3G49620|BRADI3G49630		GLYMA11G18620|GLYMA12G09750		OS02G0635000|OS02G0635200	POPTR_0004s20980|POPTR_0006s22420|POPTR_0009s16260	Sb04g026930|Sb04g026940|Sb04g026950|Sb06g023120	Vv02s0033g00630|Vv02s0033g00660|Vv02s0033g00670|Vv02s0033g00700|Vv02s0033g00770|Vv02s0033g00790|Vv02s0033g00800|Vv02s0033g00850|Vv02s0033g00870|Vv02s0109g00430|Vv06s0080g00940|Vv06s0080g00950	GRMZM2G111225|GRMZM2G178517
Nitrile-specifier protein 1 (AtNSP1)	fgenesh2_kg.3__1795__AT3G16410.1	AT3G16400									
Nitrile-specifier protein 2 (AtNSP2)	fgenesh2_kg.348__1__AT2G33070.1|fgenesh2_kg.4__1306__AT2G33070.1	AT2G33070									
Nitrile-specifier protein 3 (AtNSP3)	scaffold_301922.1	AT3G16390									
Nitrile-specifier protein 4 (AtNSP4)		AT3G16410									
Nitrile-specifier protein 5 (AtNSP5)	fgenesh2_kg.8__688__AT5G48180.1	AT5G48180									
Ornithine N-delta-acetyltransferase (EC 2.3.1.-)	fgenesh2_kg.4__1982__AT2G39030.1|scaffold_9200004.1	AT2G39030									
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	fgenesh1_pm.C_scaffold_6001598|fgenesh2_kg.1__2016__AT1G18440.1	AT1G18440|AT5G19830	BRADI1G62547|BRADI2G17630|BRADI2G47250|BRADI5G25680	CHLREDRAFT_97157	GLYMA05G28940|GLYMA05G35220|GLYMA08G12110	ORGLA01G0225800|ORGLA03G0164600|ORGLA05G0213400	OS01G0693900	POPTR_0001s04230|POPTR_0012s05820	Sb01g035470|Sb03g031890	Vv05s0124g00260|Vv06s0004g00560|Vv17s0000g03980	GRMZM2G050596|GRMZM2G179793|GRMZM5G896731
Peroxisomal acyl-coenzyme A oxidase (EC 1.3.3.6)	Al_scaffold_0575_1|fgenesh2_kg.1__603__AT1G06290.1|fgenesh2_kg.5__1531__AT3G51840.1|fgenesh2_kg.7__2632__AT4G16760.1|scaffold_100627.1|scaffold_402180.1|scaffold_803237.1	AT1G06290|AT1G06310|AT2G35690|AT3G51840|AT4G16760|AT5G65110	BRADI1G52320|BRADI2G34610|BRADI2G35780|BRADI3G22660|BRADI4G14090	CHLREDRAFT_121379|CHLREDRAFT_122887|CHLREDRAFT_170822|CHLREDRAFT_40101	GLYMA01G41600|GLYMA03G07540|GLYMA05G04940|GLYMA05G31390|GLYMA06G43840|GLYMA07G18370|GLYMA11G03800|GLYMA12G14060|GLYMA14G14990|GLYMA17G15320|GLYMA18G43240	ORGLA01G0034500|ORGLA05G0041300|ORGLA06G0001600|ORGLA06G0125200|ORGLA06G0128000|ORGLA11G0162400|ORGLA11G0203900	OS01G0159400|OS05G0163700|OS06G0103500|OS06G0346300|OS06G0347100|OS06G0354500|OS11G0605500	POPTR_0001s15530|POPTR_0003s07690|POPTR_0005s07930|POPTR_0006s10270|POPTR_0007s05710|POPTR_0013s12730|POPTR_0016s12540|POPTR_0019s12240	Sb03g039670|Sb05g023970|Sb06g001260|Sb09g004830|Sb09g004840|Sb10g000390|Sb10g004260	Vv00s0389g00020|Vv00s0662g00010|Vv08s0105g00460|Vv12s0028g02660	GRMZM2G002959|GRMZM2G014136|GRMZM2G052389|GRMZM2G099666|GRMZM2G419782|GRMZM2G445791|GRMZM5G820287|GRMZM5G862219|GRMZM5G864319
Phenolic glucoside malonyltransferase 1 (EC 2.3.1.-)	fgenesh2_kg.7__3513__AT5G39050.1	AT5G39050									
Phenolic glucoside malonyltransferase 2 (EC 2.3.1.-)	scaffold_500977.1	AT3G29670									
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	scaffold_700130.1	AT4G39280	BRADI3G58130	CHLREDRAFT_137578	GLYMA11G12530|GLYMA12G04730|GLYMA14G10561|GLYMA17G34946|GLYMA17G34953	ORGLA10G0078200	OS10G0400800	POPTR_0004s16240|POPTR_0009s11890	Sb04g034020	Vv03s0063g02560	GRMZM2G101463
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	fgenesh2_kg.2__1519__AT1G72550.2	AT1G72550	BRADI4G06310	CHLREDRAFT_177678|CHLREDRAFT_193500	GLYMA05G07640|GLYMA17G09120	ORGLA05G0219900	OS05G0558900	POPTR_0013s06440|POPTR_0018s06640	Sb07g027440|Sb09g003950	Vv17s0000g04630	AC226320.1_FG002|GRMZM2G700926
Pheophorbide a oxygenase (EC 1.14.12.20)	fgenesh2_kg.7__1695__AT4G25650.1|scaffold_501332.1	AT3G44880|AT4G25650	BRADI1G75270	CHLREDRAFT_113992|CHLREDRAFT_115086	GLYMA05G28900|GLYMA08G12060|GLYMA08G12070|GLYMA11G19800|GLYMA12G08740	ORGLA03G0034000|ORGLA03G0402700	OS03G0146400	POPTR_0001s04310|POPTR_0003s21150|POPTR_0003s21210|POPTR_0004s22680|POPTR_0009s00950|POPTR_0629s00200|POPTR_0906s00200|POPTR_0906s00210|POPTR_1851s00200	Sb01g047120	Vv06s0004g00610|Vv06s0061g00790	GRMZM2G339563
Phosphoacetylglucosamine mutase (EC 5.4.2.3)	Al_scaffold_0006_1722	AT5G18070	BRADI1G54610	CHLREDRAFT_130104	GLYMA01G40950|GLYMA07G10805|GLYMA16G13610|GLYMA20G22760	ORGLA07G0052600	OS07G0195400	POPTR_0001s02980	Sb03g001710	Vv02s0012g00620|Vv13s0106g00380	GRMZM2G166597
Phosphoinositide phospholipase C (EC 3.1.4.11)	Al_scaffold_0003_837|Al_scaffold_0005_1274|Al_scaffold_0008_2352|fgenesh2_kg.5__2027__AT3G55940.1|fgenesh2_kg.7__50__AT4G38530.1|fgenesh2_kg.8__1805__AT5G58670.1|fgenesh2_kg.8__1809__AT5G58700.1|scaffold_402783.1	AT2G40116|AT3G08510|AT3G47220|AT3G47290|AT3G55940|AT4G38530|AT5G58670|AT5G58690|AT5G58700	BRADI1G16560|BRADI1G65610|BRADI4G45180		GLYMA02G42420|GLYMA02G42430|GLYMA11G35290|GLYMA11G35300|GLYMA11G35310|GLYMA14G06450|GLYMA14G06460|GLYMA18G03090|GLYMA18G03100	ORGLA07G0217900|ORGLA12G0138900	OS03G0289300|OS07G0694000|OS12G0562400	POPTR_0001s25910|POPTR_0001s25930|POPTR_0008s06830|POPTR_0008s06840|POPTR_0010s19610|POPTR_0010s19620	Sb01g038540|Sb02g044010|Sb08g000360	Vv06s0004g06650|Vv06s0004g06660|Vv13s0067g00890|Vv13s0067g00900	GRMZM2G129238|GRMZM2G137435|GRMZM5G841855|GRMZM5G889467
Phospholipase A1 (EC 3.1.1.32)	fgenesh1_pm.C_scaffold_4002199|fgenesh2_kg.1__4210__AT1G51440.1|fgenesh2_kg.1__541__AT1G05800.1|fgenesh2_kg.1__656__AT1G06800.1|fgenesh2_kg.4__1029__AT2G30550.2|fgenesh2_kg.4__1154__AT2G31690.1|scaffold_300298.1|scaffold_702774.1	AT1G05800|AT1G06800|AT1G51440|AT2G30550|AT2G31690|AT2G44810|AT3G03310|AT4G16820	BRADI2G26660|BRADI4G35000		GLYMA01G41450|GLYMA02G16050|GLYMA03G31570|GLYMA05G05230|GLYMA08G47770|GLYMA09G37820|GLYMA09G37840|GLYMA11G03970|GLYMA11G09910|GLYMA17G15530|GLYMA18G47970|GLYMA18G48630|GLYMA18G48640|GLYMA18G53720	ORGLA05G0129800|ORGLA09G0126100	OS05G0390000|OS09G0513100	POPTR_0001s15300|POPTR_0002s04560|POPTR_0002s13890|POPTR_0002s23240|POPTR_0003s07940|POPTR_0005s24000|POPTR_0008s07600|POPTR_0009s05660|POPTR_0014s04720|POPTR_0014s14860	Sb02g029710	Vv00s0620g00010|Vv04s0023g00940|Vv05s0124g00210|Vv06s0004g02390|Vv07s0141g00360|Vv15s0021g01510	AC234154.1_FG008|GRMZM2G029756
Phospholipase A2 (EC 3.1.1.4)	fgenesh2_kg.3__3202__AT2G19690.1|fgenesh2_kg.7__1243__AT4G29470.1|fgenesh2_kg.7__1244__AT4G29460.1|scaffold_303402.1	AT2G06925|AT2G19690|AT4G29460|AT4G29470			GLYMA01G00541|GLYMA07G15580|GLYMA08G03260			POPTR_0006s06970|POPTR_0018s13200|POPTR_0727s00200		Vv11s0103g00190	
Phospholipid hydroperoxide glutathione peroxidase (EC 1.11.1.12), chloroplast	scaffold_400619.1	AT2G25080	BRADI1G47140		GLYMA17G34110	ORGLA06G0051100	OS06G0185900	POPTR_0006s28120|POPTR_0018s02710		Vv04s0008g06780	
Phytochelatin synthase (EC 2.3.2.15), eukaryotic type	Al_scaffold_0007_171|fgenesh1_pg.C_scaffold_1000285|fgenesh2_kg.7__1269__AT4G29210.1|fgenesh2_kg.7__176__AT4G39640.1|scaffold_800617.1	AT1G03980|AT4G29210|AT4G39640|AT4G39650|AT5G44070	BRADI1G44650	CHLREDRAFT_98303	GLYMA01G00850|GLYMA03G32200|GLYMA03G32210|GLYMA07G15150|GLYMA19G34950	ORGLA05G0142900|ORGLA06G0000700	OS05G0415200	POPTR_0006s15360|POPTR_0014s18410|POPTR_0014s18420|POPTR_0018s06710	Sb03g002320	Vv07s0005g03760|Vv11s0016g02830	GRMZM2G091228|GRMZM2G139600
Phytoene desaturase, pro-zeta-carotene producing (EC 1.3.-.-)	fgenesh2_kg.7__2923__AT4G14210.1	AT4G14210	BRADI1G72400	CHLREDRAFT_78128	GLYMA11G36810|GLYMA18G00720	ORGLA03G0059500		POPTR_0002s23630|POPTR_0014s14600|POPTR_0014s14610	Sb01g044970|Sb06g030030	Vv09s0002g00100	GRMZM2G410515
Phytoene synthase (EC 2.5.1.32)	scaffold_601772.1	AT5G17230	BRADI1G29590|BRADI4G37520	CHLREDRAFT_59715	GLYMA02G40720|GLYMA08G11090|GLYMA14G39045|GLYMA18G15451	ORGLA06G0287600|ORGLA09G0153600	OS06G0729000|OS09G0555500	POPTR_0017s02080	Sb02g032370|Sb10g031020	Vv04s0079g00680|Vv06s0004g00820	GRMZM2G300348
Phytol kinase (EC 2.7.1.-)	fgenesh1_pm.C_scaffold_6000312	AT5G04490					OS04G0670700	POPTR_0010s23890			
Polyketide synthase of sporopollenin biosynthesis	fgenesh2_kg.1__25__AT1G02050.1|fgenesh2_kg.7__605__AT4G34850.1	AT1G02050|AT4G34850	BRADI1G52580|BRADI3G29230		GLYMA01G13900|GLYMA11G10380|GLYMA12G02670	ORGLA07G0097400|ORGLA07G0219500	OS07G0411300|OS10G0484800	POPTR_0002s14240|POPTR_0004s17460|POPTR_0009s13140|POPTR_0014s05540|POPTR_0955s00200	Sb01g018950|Sb02g009850	Vv03s0038g01460|Vv15s0021g02170	GRMZM2G108894|GRMZM2G380650
Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	fgenesh2_kg.5__742__AT3G30775.1|fgenesh2_kg.7__3532__AT5G38710.1	AT3G30775|AT5G38710			GLYMA08G28460|GLYMA13G07110|GLYMA18G51400|GLYMA19G05570|GLYMA19G05580			POPTR_0004s10610			
Prolyl-tRNA synthetase (EC 6.1.1.15), chloroplast	fgenesh2_kg.8__1136__AT5G52520.1	AT5G52520	BRADI1G56640	CHLREDRAFT_138922	GLYMA09G24670|GLYMA16G29890	ORGLA07G0035400	OS07G0165000	POPTR_0004s07710|POPTR_0017s01720	Sb02g003730	Vv16s0050g00960	GRMZM2G107089
Prolyl-tRNA synthetase (EC 6.1.1.15), mitochondrial	fgenesh2_kg.8__1136__AT5G52520.1	AT5G52520	BRADI1G56640	CHLREDRAFT_138922	GLYMA09G24670|GLYMA16G29890	ORGLA07G0035400	OS07G0165000	POPTR_0004s07710|POPTR_0017s01720	Sb02g003730	Vv16s0050g00960	GRMZM2G107089
Propionate--CoA ligase (EC 6.2.1.17)	fgenesh1_pm.C_scaffold_1003537	AT1G55320	BRADI1G04830		GLYMA05G29030|GLYMA08G11980|GLYMA08G12180	ORGLA03G0347000		POPTR_0001s04370|POPTR_0001s04380	Sb01g004510	Vv06s0004g00740|Vv06s0004g00750	GRMZM2G062357
Quercetin 3-O-methyltransferase (EC 2.1.1.76)	fgenesh2_kg.8__1313__AT5G54160.1|scaffold_801928.1	AT5G54160	BRADI3G16530		GLYMA04G40580|GLYMA06G14200|GLYMA06G14210|GLYMA06G14220|GLYMA14G00801	ORGLA08G0028500	OS08G0157500	POPTR_0012s00670|POPTR_0015s00550	Sb07g003860	Vv16s0098g00850	AC196475.3_FG004
R-linalool synthase (EC 4.2.3.26)	scaffold_200415.1	AT1G61680								Vv00s0372g00060|Vv00s0522g00020	
Raffinose synthase (EC 3.2.1.-)	scaffold_502925.1	AT3G57520	BRADI1G54210		GLYMA03G29440|GLYMA18G23102	ORGLA03G0349900|ORGLA07G0059800	OS03G0808900|OS07G0209100	POPTR_0006s05130|POPTR_0016s05500	Sb01g004130|Sb02g006320	Vv08s0007g08310	GRMZM2G077181|GRMZM2G340656
Red chlorophyll catabolite reductase (EC 1.3.1.80)	fgenesh1_pg.C_scaffold_7000300	AT4G37000									
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Al_scaffold_0004_2035|fgenesh1_pm.C_scaffold_1000893|fgenesh2_kg.1__3380__AT1G32380.1|fgenesh2_kg.4__2451__AT2G42910.1|scaffold_403379.1	AT1G10700|AT1G32380|AT2G35390|AT2G42910|AT2G44530	BRADI2G48590|BRADI3G02680|BRADI3G53290	CHLREDRAFT_137493|CHLREDRAFT_184171	GLYMA01G03270|GLYMA02G04310|GLYMA03G24280|GLYMA05G06110|GLYMA07G12660|GLYMA08G42220|GLYMA17G16400|GLYMA18G12740	ORGLA01G0241500|ORGLA02G0021000|ORGLA02G0256300	OS01G0723600|OS02G0127700|OS02G0714600	POPTR_0001s02860|POPTR_0002s06060|POPTR_0003s08670|POPTR_0005s22380|POPTR_0010s05520|POPTR_0014s17780	Sb03g033270|Sb04g002280|Sb04g029970	Vv00s0225g00140|Vv02s0012g00530|Vv12s0142g00090|Vv15s0021g00460	GRMZM2G038791|GRMZM2G065030|GRMZM2G180930
S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	fgenesh2_kg.8__422__AT5G43940.1	AT5G43940	BRADI3G55220	CHLREDRAFT_129874	GLYMA03G32590|GLYMA10G04670|GLYMA19G35340		OS02G0815500	POPTR_0002s25620|POPTR_0014s18630	Sb04g037050	Vv07s0005g04600|Vv07s0005g04610	GRMZM5G824600
S-adenosyl-L-methionine:benzoic acid-salicylic acid carboxymethyltransferase	scaffold_301320.1	AT3G11480									
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), eukaryotic	fgenesh2_kg.3__182__AT3G02468.1|fgenesh2_kg.6__1579__AT5G15948.1|fgenesh2_kg.6__1910__AT5G18930.1	AT3G02470|AT5G15950|AT5G18930			GLYMA07G38420|GLYMA13G28280|GLYMA15G10780|GLYMA17G02340			POPTR_0008s20330|POPTR_0010s02930		Vv05s0020g02370	
S-formylglutathione hydrolase (EC 3.1.2.12)	scaffold_402974.1	AT2G41530	BRADI2G60400	CHLREDRAFT_175746	GLYMA02G33350|GLYMA10G15910	ORGLA01G0372400	OS01G0939700	POPTR_0006s04560	Sb03g045400	Vv08s0007g09010	GRMZM2G046558
