Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
Pyrophosphate-energized proton pump (EC 3.6.1.1)	fgenesh2_kg.2__2189__AT1G78920.2|scaffold_101753.1|scaffold_101865.1	AT1G15690|AT1G16780|AT1G78920	BRADI1G30550|BRADI1G46330	CHLREDRAFT_137778	GLYMA03G05330|GLYMA07G00350|GLYMA08G24120|GLYMA13G23170|GLYMA17G11705	ORGLA02G0059000|ORGLA02G0166900|ORGLA06G0188100	OS02G0184200|OS02G0537900|OS06G0644200	POPTR_0001s33820|POPTR_0006s06180|POPTR_0007s07590|POPTR_0008s00420|POPTR_0010s26070|POPTR_0025s00560|POPTR_0482s00200	Sb04g005710|Sb08g020610|Sb10g025280	Vv01s0026g01410|Vv09s0054g00700	GRMZM2G069095|GRMZM2G069410|GRMZM2G075900|GRMZM2G104419|GRMZM2G170927|GRMZM2G363503
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Al_scaffold_0006_1383	AT5G14800	BRADI2G60730	CHLREDRAFT_192364	GLYMA03G28476|GLYMA19G31230	ORGLA01G0376900	OS01G0948400	POPTR_0006s04100	Sb03g045690	Vv08s0007g05600	GRMZM2G068665
Pyruvate decarboxylase (EC 4.1.1.1)	fgenesh1_pg.C_scaffold_6000064|fgenesh2_kg.6__79__AT5G01320.1|fgenesh2_kg.7__814__AT4G33070.1|fgenesh2_kg.8__1395__AT5G54960.1	AT4G33070|AT5G01320|AT5G01330|AT5G54960	BRADI2G03840	CHLREDRAFT_127786	GLYMA01G29190|GLYMA03G07300|GLYMA03G07380|GLYMA07G18570|GLYMA08G18830|GLYMA15G06185|GLYMA15G08715|GLYMA18G43460	ORGLA01G0034800|ORGLA03G0131300|ORGLA05G0173200	OS01G0160100|OS05G0469600|OS05G0469800	POPTR_0001s28560|POPTR_0006s10340|POPTR_0009s07780|POPTR_0016s12760	Sb03g005240|Sb09g023060	Vv03s0063g02220|Vv08s0217g00100	AC197705.4_FG001|GRMZM2G038821
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	fgenesh2_kg.1__125__AT1G01090.1|fgenesh2_kg.2__448__AT1G59900.1|scaffold_102761.1|scaffold_201876.1	AT1G01090|AT1G24180|AT1G59900	BRADI1G44480|BRADI3G59750|BRADI5G01420		GLYMA01G04468|GLYMA02G03080|GLYMA03G42190|GLYMA07G05550|GLYMA08G40380|GLYMA16G02090|GLYMA18G17240|GLYMA19G32320|GLYMA19G44930	ORGLA02G0274500|ORGLA04G0008400|ORGLA06G0087900	OS02G0739600|OS04G0119400|OS06G0246500	POPTR_0002s18020|POPTR_0008s19680|POPTR_0010s04790	Sb04g028450|Sb06g001120|Sb10g008820	Vv01s0026g00990|Vv09s0018g01940|Vv15s0048g02580	GRMZM2G027627|GRMZM2G033894|GRMZM2G140150|GRMZM2G361693
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	fgenesh1_pm.C_scaffold_8000817|fgenesh2_kg.1__3184__AT1G30120.1|fgenesh2_kg.4__1482__AT2G34590.1	AT1G30120|AT2G34590|AT5G50850	BRADI1G13777|BRADI3G41480|BRADI4G01460|BRADI4G34810	CHLREDRAFT_139515|CHLREDRAFT_190446	GLYMA02G46380|GLYMA05G27260|GLYMA08G10200|GLYMA14G02380|GLYMA14G10550|GLYMA14G36540|GLYMA17G34960	ORGLA03G0255900|ORGLA08G0227300|ORGLA09G0123300|ORGLA12G0162300	OS03G0645100|OS08G0536000|OS09G0509200|OS12G0616900	POPTR_0001s13350|POPTR_0003s16480|POPTR_0004s13480|POPTR_0017s11290	Sb01g013540|Sb02g029470|Sb07g025970|Sb08g021770	Vv01s0146g00310|Vv04s0008g02300|Vv04s0043g00720|Vv10s0003g03770|Vv17s0000g00690	GRMZM2G043198|GRMZM2G088565|GRMZM2G097226|GRMZM2G127546|GRMZM2G128121
Pyruvate kinase (EC 2.7.1.40)	Al_scaffold_0005_2471|Al_scaffold_0005_2488|fgenesh1_pg.C_scaffold_3000327|fgenesh1_pm.C_scaffold_7001270|fgenesh2_kg.1__3390__AT1G32440.1|fgenesh2_kg.3__2505__AT3G22960.1|fgenesh2_kg.6__833__AT5G08570.1|fgenesh2_kg.8__1172__AT5G52920.1|fgenesh2_kg.8__1542__AT5G56350.1|scaffold_402276.1|scaffold_502384.1|scaffold_803064.1	AT1G32440|AT2G36580|AT3G04050|AT3G22960|AT3G25960|AT3G52990|AT3G55650|AT3G55810|AT4G26390|AT5G08570|AT5G52920|AT5G56350|AT5G63680	BRADI1G55500|BRADI1G63710|BRADI2G10530|BRADI2G45620|BRADI3G33930|BRADI4G42810|BRADI5G26140	CHLREDRAFT_118203|CHLREDRAFT_136854|CHLREDRAFT_149896|CHLREDRAFT_196261|CHLREDRAFT_196263|CHLREDRAFT_196892	GLYMA01G40860|GLYMA02G07805|GLYMA03G34740|GLYMA05G09310|GLYMA05G20150|GLYMA05G21164|GLYMA07G35110|GLYMA08G24265|GLYMA09G23150|GLYMA10G07480|GLYMA10G32230|GLYMA10G37210|GLYMA11G04490|GLYMA13G05640|GLYMA13G21360|GLYMA16G26830|GLYMA16G28980|GLYMA19G00870|GLYMA19G37420|GLYMA20G02980|GLYMA20G30430|GLYMA20G35400	ORGLA01G0096400|ORGLA01G0206700|ORGLA03G0151300|ORGLA04G0259700|ORGLA07G0043800|ORGLA10G0143900|ORGLA11G0028500|ORGLA12G0026400	OS01G0276700|OS01G0660300|OS03G0325000|OS04G0677500|OS07G0181000|OS10G0571200|OS11G0148500|OS12G0145700	POPTR_0001s02820|POPTR_0001s03890|POPTR_0003s08700|POPTR_0003s20800|POPTR_0006s11860|POPTR_0008s00310|POPTR_0008s15950|POPTR_0010s09090|POPTR_0010s26150|POPTR_0012s01140|POPTR_0013s05690|POPTR_0019s04800	Sb01g005200|Sb01g028470|Sb01g036690|Sb02g004550|Sb03g011130|Sb03g030110|Sb05g002900|Sb06g032940|Sb08g002890	Vv00s0179g00350|Vv02s0012g01170|Vv05s0020g04480|Vv06s0004g00130|Vv08s0007g04170|Vv08s0007g07600|Vv08s0056g00190|Vv10s0071g01060|Vv16s0050g02180	GRMZM2G003883|GRMZM2G004534|GRMZM2G008714|GRMZM2G033526|GRMZM2G066290|GRMZM2G078200|GRMZM2G119175|GRMZM2G144730|GRMZM2G150098|GRMZM2G152686|GRMZM2G309363
Pyruvate,phosphate dikinase (EC 2.7.9.1)	scaffold_702990.1	AT4G15530	BRADI2G25745	CHLREDRAFT_133570|CHLREDRAFT_196616	GLYMA07G38390|GLYMA17G02371	ORGLA03G0208500|ORGLA05G0139100	OS05G0405000	POPTR_0010s02860	Sb01g031660|Sb09g019930	Vv05s0020g02310	GRMZM2G097457|GRMZM2G306345
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	fgenesh2_kg.5__44__AT2G01350.1	AT2G01350	BRADI4G37380	CHLREDRAFT_137676	GLYMA02G40470|GLYMA07G23085|GLYMA09G21050	ORGLA09G0152300	OS09G0553600	POPTR_0008s12790|POPTR_0010s12380	Sb02g032270	Vv01s0011g04800	GRMZM5G887647
Quinolinate synthetase (EC 2.5.1.72)	scaffold_801430.1	AT5G50210	BRADI4G39020	CHLREDRAFT_112673	GLYMA05G02710|GLYMA17G13410	ORGLA12G0085600	OS12G0290150	POPTR_0012s09130|POPTR_0015s09690	Sb08g010620	Vv17s0000g09490	GRMZM2G061732|GRMZM2G142836
Riboflavin kinase (EC 2.7.1.26)	scaffold_702270.1	AT4G21470	BRADI5G24050	CHLREDRAFT_128353	GLYMA07G30970|GLYMA08G06330	ORGLA10G0044500|ORGLA10G0111300	OS10G0464400	POPTR_0002s07770|POPTR_0005s20600	Sb01g019920|Sb01g048850	Vv00s0181g00130|Vv00s0181g00140	GRMZM2G027115
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	fgenesh2_kg.3__3604__AT2G20690.1	AT2G20690			GLYMA12G12710			POPTR_0013s13530|POPTR_0019s13180	Sb08g017230	Vv12s0028g03780	
Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	fgenesh2_kg.4__104__AT2G21790.1	AT2G21790	BRADI1G48170|BRADI3G54557	CHLREDRAFT_185583	GLYMA04G39500|GLYMA05G32070|GLYMA06G15350|GLYMA08G15360	ORGLA02G0316300|ORGLA06G0042600	OS02G0804900|OS06G0168600	POPTR_0002s06630|POPTR_0005s08950|POPTR_0005s21680|POPTR_0007s07100	Sb04g036410|Sb10g004780	Vv07s0031g01990	GRMZM2G304362|GRMZM2G340527
Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	fgenesh2_kg.3__2568__AT3G23580.1|fgenesh2_kg.5__483__AT3G27060.1	AT3G23580|AT3G27060	BRADI1G44090|BRADI1G55420	CHLREDRAFT_144621|CHLREDRAFT_188785	GLYMA03G18290|GLYMA03G35330|GLYMA07G38570|GLYMA16G06070|GLYMA19G25930	ORGLA06G0016700|ORGLA06G0093000	OS06G0127900|OS06G0257450	POPTR_0001s33730|POPTR_0008s20600|POPTR_0010s03080|POPTR_0017s09610	Sb05g025245|Sb06g021460|Sb10g009290	Vv05s0020g02560|Vv06s0004g08010|Vv14s0068g02000	GRMZM2G060163|GRMZM2G155546|GRMZM2G323679
Ribose 5-phosphate isomerase A (EC 5.3.1.6)	scaffold_202016.1|scaffold_300496.1	AT1G71100|AT2G01290|AT3G04790	BRADI1G55740	CHLREDRAFT_55838	GLYMA03G40640|GLYMA10G41160|GLYMA19G43310|GLYMA20G26110	ORGLA07G0041900	OS07G0176900	POPTR_0001s23290|POPTR_0005s05360|POPTR_0008s12650|POPTR_0010s12560|POPTR_0013s03700	Sb02g004280|Sb05g002760|Sb08g018730	Vv01s0011g04630|Vv06s0004g03340|Vv14s0030g01900	GRMZM2G035599|GRMZM2G104070|GRMZM2G456086|GRMZM5G891282
Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	Al_scaffold_0002_979|fgenesh2_kg.2__693__ATCG00490.1|fgenesh2_kg.2__732__ATCG00490.1	ATCG00490		DAA00950	GLYMA12G06606	ORGLA03G0067600		POPTR_0010s04010|POPTR_0013s10840|POPTR_2555s00200	Sb07g006425	Vv07s0129g00790|Vv16s0013g00330	
Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	fgenesh2_kg.2__935__AT1G67090.1|fgenesh2_kg.7__3569__AT5G38430.1|fgenesh2_kg.7__3570__AT5G38410.1	AT1G67090|AT5G38410|AT5G38420|AT5G38430	BRADI3G26384|BRADI3G26391|BRADI4G08500|BRADI4G08800|BRADI5G04080	CHLREDRAFT_108283	GLYMA13G07610|GLYMA14G10171|GLYMA18G39900|GLYMA18G53430|GLYMA19G06340|GLYMA19G06370|GLYMA19G06390	ORGLA12G0078200|ORGLA12G0086000|ORGLA12G0086100|ORGLA12G0086300	OS12G0274700|OS12G0291400|OS12G0292400	POPTR_0004s09910|POPTR_0005s15660	Sb05g003480	Vv17s0000g03690	GRMZM2G098520|GRMZM2G113033
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Al_scaffold_0002_161|fgenesh2_kg.2__144__AT1G63290.1|scaffold_200188.1|scaffold_200189.1|scaffold_802784.1	AT1G63290|AT3G01850|AT5G61410	BRADI1G73770|BRADI4G34610	CHLREDRAFT_135614|CHLREDRAFT_6964	GLYMA05G00910|GLYMA16G06360|GLYMA17G10990|GLYMA19G25270	ORGLA03G0049300|ORGLA09G0121000	OS03G0169100	POPTR_0001s34010|POPTR_0015s07330	Sb01g045920|Sb02g029250	Vv14s0171g00130|Vv17s0000g06450	GRMZM2G026807|GRMZM2G083102|GRMZM2G178960
S-adenosylmethionine synthetase (EC 2.5.1.6)	fgenesh2_kg.1__164__AT1G02500.1|fgenesh2_kg.3__1916__AT3G17390.1|scaffold_402310.1|scaffold_604104.1	AT1G02500|AT2G36880|AT3G17390|AT4G01850	BRADI2G11250|BRADI2G12150|BRADI2G12160	CHLREDRAFT_182408	GLYMA02G01170|GLYMA03G34120|GLYMA03G38190|GLYMA07G36150|GLYMA10G06170|GLYMA10G28500|GLYMA11G27680|GLYMA1337S00200|GLYMA13G20480|GLYMA15G21890|GLYMA17G04330|GLYMA17G04340|GLYMA19G36840|GLYMA19G40810	ORGLA01G0103600|ORGLA01G0113400|ORGLA11G0023200	OS01G0207300|OS01G0293000|OS01G0323600|OS05G0135700|OS07G0477250	POPTR_0002s19000|POPTR_0006s12510|POPTR_0008s09870|POPTR_0010s16330|POPTR_0013s00550|POPTR_0014s11000|POPTR_0274s00200	Sb03g011930|Sb03g013170|Sb09g002840	Vv05s0020g00670|Vv06s0061g00500|Vv07s0005g02230|Vv08s0007g05000|Vv14s0060g00480	AC199526.5_FG002|GRMZM2G054123|GRMZM2G061135|GRMZM2G117198|GRMZM2G381376
S-alkyl-thiohydroximate lyase (EC 4.4.1.-)	fgenesh2_kg.3__3596__AT2G20610.1	AT2G20610									
Sedoheptulose-1,7-bisphosphatase (EC 3.1.3.37)	scaffold_502717.1	AT3G55800	BRADI2G55150	CHLREDRAFT_189186	GLYMA11G34900|GLYMA18G03440	ORGLA04G0038400	OS04G0234600	POPTR_0010s20060	Sb03g040100	Vv13s0019g03350	
Serine acetyltransferase (EC 2.3.1.30)	fgenesh2_kg.1__4616__AT1G55920.1|fgenesh2_kg.3__3357__AT2G17640.1|fgenesh2_kg.8__1583__AT5G56760.1|scaffold_301498.1|scaffold_700553.1	AT1G55920|AT2G17640|AT3G13110|AT4G35640|AT5G56760	BRADI1G76140|BRADI2G18820|BRADI2G48430	CHLREDRAFT_205984|CHLREDRAFT_205985	GLYMA01G36460|GLYMA02G04770|GLYMA02G46870|GLYMA07G06480|GLYMA08G43940|GLYMA11G08931|GLYMA14G01840|GLYMA16G03080|GLYMA17G31491|GLYMA18G08910|GLYMA18G40780	ORGLA01G0239800|ORGLA02G0073700|ORGLA03G0025000	OS03G0133900|OS05G0533500	POPTR_0001s37420|POPTR_0005s10270|POPTR_0013s11380	Sb01g048040|Sb03g033120|Sb09g026560	Vv04s0210g00190|Vv11s0016g02450|Vv19s0015g00130	GRMZM2G048740|GRMZM2G069203
Serine hydroxymethyltransferase (EC 2.1.2.1)	fgenesh2_kg.1__2390__AT1G22020.1|fgenesh2_kg.6__2643__AT5G26780.3|fgenesh2_kg.7__254__AT4G37930.1|fgenesh2_kg.7__2956__AT4G13890.1|fgenesh2_kg.7__904__AT4G32520.1|scaffold_104060.1|scaffold_104269.1|scaffold_703259.1	AT1G22020|AT1G36370|AT4G13890|AT4G13930|AT4G32520|AT4G37930|AT5G26780	BRADI1G09300|BRADI2G56557|BRADI4G08097|BRADI4G19470	CHLREDRAFT_194461|CHLREDRAFT_196354|CHLREDRAFT_196400	GLYMA02G38160|GLYMA04G43360|GLYMA05G28490|GLYMA06G11300|GLYMA08G11490|GLYMA12G19660|GLYMA13G29410|GLYMA14G36280|GLYMA15G09651|GLYMA16G17060	ORGLA01G0329100|ORGLA03G0304600|ORGLA11G0108600|ORGLA12G0090500	OS01G0874900|OS03G0738400|OS05G0429000|OS11G0455800|OS12G0409000	POPTR_0001s32770|POPTR_0002s09080|POPTR_0002s10990|POPTR_0005s16360|POPTR_0005s16370|POPTR_0006s24840|POPTR_0017s08600|POPTR_1108s00200	Sb01g008690|Sb03g041410|Sb05g014880|Sb08g019520	Vv00s0211g00080|Vv04s0008g00770|Vv05s0029g00310|Vv18s0001g04340|Vv18s0001g07960	GRMZM2G039238|GRMZM2G078143|GRMZM2G113959|GRMZM2G135283|GRMZM2G171116|GRMZM2G452630
Serine palmitoyltransferase (EC 2.3.1.50)	fgenesh2_kg.5__1224__AT3G48780.1|fgenesh2_kg.6__2361__AT5G23670.1	AT3G48780|AT5G23670	BRADI2G59530|BRADI4G18210	CHLREDRAFT_115899	GLYMA02G07250|GLYMA16G26210	ORGLA01G0364000|ORGLA01G0364100|ORGLA01G0364200	OS01G0928600|OS01G0928700|OS01G0928800|OS11G0516000	POPTR_0012s10630|POPTR_0015s11500	Sb03g044700|Sb05g018870|Sb05g018880	Vv14s0068g01300|Vv17s0000g00500	GRMZM2G010202|GRMZM2G030862|GRMZM2G055854|GRMZM2G142030|GRMZM2G152888|GRMZM5G891276
Serine racemase (EC 5.1.1.18)	fgenesh2_kg.6__3118__AT4G11640.1	AT4G11640	BRADI5G17980	CHLREDRAFT_24355	GLYMA05G37930|GLYMA08G01670	ORGLA04G0182800	OS04G0555900	POPTR_0001s09190	Sb06g024890	Vv02s0025g03670	GRMZM2G171556
Serine--glyoxylate aminotransferase (EC 2.6.1.45)	fgenesh2_kg.3__3006__AT2G13360.2	AT2G13360	BRADI3G39750	CHLREDRAFT_194609	GLYMA08G41460|GLYMA10G24232|GLYMA18G14740	ORGLA08G0172400	OS08G0502700	POPTR_0001s26020|POPTR_0009s05240	Sb07g028080	Vv06s0009g03740	GRMZM2G050481|GRMZM2G119511|GRMZM2G137868|GRMZM2G359559
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	fgenesh2_kg.3__639__AT3G06350.1	AT3G06350	BRADI2G13170|BRADI4G05897	CHLREDRAFT_196935	GLYMA0022S00200|GLYMA01G20760	ORGLA01G0131000|ORGLA01G0131100|ORGLA01G0135300|ORGLA12G0126100	OS01G0375200|OS01G0375500|OS12G0534000	POPTR_0008s20060|POPTR_0010s02070|POPTR_1875s00200	Sb03g018040|Sb08g016970|Sb08g016980	Vv05s0020g02030	GRMZM2G014376|GRMZM2G314652
Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133)	scaffold_105454.1	AT5G48930	BRADI3G48530|BRADI5G14720		GLYMA07G02460|GLYMA08G23560|GLYMA13G44830|GLYMA15G00490	ORGLA02G0206100|ORGLA04G0147900|ORGLA11G0213200	OS02G0611800|OS04G0500700	POPTR_0001s03440|POPTR_0003s18210	Sb04g025760|Sb06g021640	Vv09s0018g01190	GRMZM2G035584|GRMZM2G158083
Shikimate kinase I (EC 2.7.1.71)	fgenesh1_pm.C_scaffold_4000096|fgenesh2_kg.7__165__AT4G39540.2	AT2G21940|AT4G39540			GLYMA08G14980			POPTR_0007s06590			
Sinapoylglucose--choline O-sinapoyltransferase (EC 2.3.1.91)	fgenesh2_kg.6__914__AT5G09640.1	AT5G09640									
Sinapoylglucose--malate O-sinapoyltransferase (EC 2.3.1.92)	fgenesh2_kg.4__228__AT2G22990.1	AT2G22990									
Sinapoylglucose--sinapoylglucose O-sinapoyltransferase (EC 2.3.1.103)	fgenesh2_kg.4__225__AT2G22980.2|fgenesh2_kg.4__228__AT2G22990.1|fgenesh2_kg.4__232__AT2G23010.2	AT2G22980|AT2G22990|AT2G23010									
Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	fgenesh1_pm.C_scaffold_1003201	AT1G50170					OS02G0296800	POPTR_0001s17900		Vv14s0066g00830	
Solanesyl diphosphate synthase (EC 2.5.1.85)	Al_scaffold_0001_1761|fgenesh2_kg.7__3482__AT1G17050.1|scaffold_202825.1|scaffold_402051.1	AT1G17050|AT1G78510|AT2G34630	BRADI1G05210|BRADI1G32530|BRADI2G15307|BRADI4G39197	CHLREDRAFT_135421|CHLREDRAFT_182663	GLYMA02G28927|GLYMA05G21570|GLYMA13G33710|GLYMA15G39070|GLYMA17G18160	ORGLA05G0236200|ORGLA08G0046800	OS05G0582300|OS06G0678200|OS12G0271700	POPTR_0001s38950|POPTR_0006s13760|POPTR_0010s14860|POPTR_0011s10160|POPTR_0011s10190|POPTR_0011s10230|POPTR_0011s10270	Sb09g029730|Sb10g027240	Vv00s0283g00050|Vv03s0132g00010|Vv06s0009g03090|Vv15s0024g00850|Vv19s0014g00070	GRMZM2G014508|GRMZM2G112728|GRMZM2G115077|GRMZM2G163809|GRMZM2G483889
Sphinganine C(4)-monooxygenase (EC 1.14.13.169)	fgenesh2_kg.2__1229__AT1G69640.1|scaffold_101598.1	AT1G14290|AT1G69640	BRADI3G59350	CHLREDRAFT_186886	GLYMA01G05550|GLYMA02G11870	ORGLA02G0279200|ORGLA06G0076700|ORGLA06G0119900	OS02G0745700|OS06G0226950|OS06G0330400		Sb04g027990|Sb05g021500|Sb10g008040	Vv01s0026g02310	GRMZM2G007289|GRMZM2G124276|GRMZM2G166853|GRMZM2G423229|GRMZM5G836378
Sphinganine kinase (EC 2.7.1.91)	fgenesh2_kg.7__2163__AT4G21540.1	AT4G21534|AT4G21540			GLYMA07G31015|GLYMA08G06300|GLYMA15G07340	ORGLA07G0151700		POPTR_0011s04330		Vv00s0181g00250	
Starch debranching enzyme, isoamylase (EC 3.2.1.68)	fgenesh2_kg.4__2090__AT2G39930.1|scaffold_603101.1	AT2G39930|AT4G09020	BRADI3G40410|BRADI4G32707	CHLREDRAFT_132067|CHLREDRAFT_496	GLYMA04G10693|GLYMA04G27220|GLYMA05G36370|GLYMA06G10540|GLYMA08G03210	ORGLA08G0184300|ORGLA09G0102300	OS08G0520900|OS09G0469400	POPTR_0002s10110|POPTR_0006s07010|POPTR_0018s13240	Sb02g027280|Sb07g027200	Vv11s0078g00310|Vv18s0001g06520	GRMZM2G138060|GRMZM2G150796|GRMZM2G385578
Starch debranching enzyme, pullulanase (EC 3.2.1.142)	fgenesh2_kg.6__350__AT5G04360.1	AT5G04360	BRADI5G00540		GLYMA10G34080	ORGLA04G0016300|ORGLA06G0243400		POPTR_0010s23600	Sb06g001540	Vv13s0019g05160	GRMZM2G158043
Starch synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	fgenesh1_pm.C_scaffold_1000980|fgenesh2_kg.1__3426__AT1G32900.1|fgenesh2_kg.3__112__AT3G01180.1|fgenesh2_kg.6__2423__AT5G24300.1	AT1G11720|AT1G32900|AT3G01180|AT4G18240|AT5G24300	BRADI1G48610|BRADI1G50090|BRADI2G18810|BRADI2G41590|BRADI3G15027|BRADI5G22310	CHLREDRAFT_109372|CHLREDRAFT_120082|CHLREDRAFT_153781|CHLREDRAFT_183277|CHLREDRAFT_205618|CHLREDRAFT_205622|CHLREDRAFT_503	GLYMA04G41370|GLYMA05G25790|GLYMA06G13480|GLYMA07G05580|GLYMA07G39040|GLYMA08G08740|GLYMA10G31540|GLYMA13G05441|GLYMA13G27480|GLYMA15G11500|GLYMA16G02110|GLYMA18G49480|GLYMA19G02690|GLYMA20G36040	ORGLA04G0229100|ORGLA06G0020500|ORGLA06G0037300|ORGLA07G0097800|ORGLA10G0098400	OS04G0624600|OS05G0533600|OS06G0133000|OS06G0160700|OS07G0412100|OS10G0437600	POPTR_0001s34570|POPTR_0001s34580|POPTR_0001s45360|POPTR_0004s01410|POPTR_0011s15540|POPTR_0015s01470|POPTR_0017s12040|POPTR_0095s00210|POPTR_0095s00220	Sb01g021190|Sb02g009870|Sb06g029050|Sb07g005400|Sb09g026570|Sb10g002140|Sb10g004160	Vv02s0025g02790|Vv10s0003g02880|Vv10s0116g01730|Vv14s0108g00940|Vv15s0048g02600|Vv16s0098g01780	GRMZM2G008263|GRMZM2G024993|GRMZM2G044744|GRMZM2G121612|GRMZM2G129451|GRMZM2G141399
Starch, water dikinase (EC 2.7.9.4)	scaffold_101162.1	AT1G10760	BRADI1G41907|BRADI3G11270		GLYMA08G39110|GLYMA18G20600	ORGLA06G0132300|ORGLA06G0283900		POPTR_0008s19230|POPTR_0010s05410	Sb10g017820	Vv01s0127g00060	GRMZM2G412611
Stearoyl-[acyl carrier protein] thioesterase (EC 3.1.2.-)	scaffold_100878.1	AT1G08510	BRADI1G36950|BRADI1G51170		GLYMA04G21910|GLYMA05G08060|GLYMA06G23560|GLYMA17G12940	ORGLA02G0220900|ORGLA06G0028000|ORGLA06G0165400|ORGLA11G0176400	OS02G0644700|OS06G0143400|OS06G0596300|OS11G0659500	POPTR_0006s16060|POPTR_0018s06290	Sb04g007290|Sb10g002990|Sb10g023190	Vv11s0016g04480	GRMZM2G007489|GRMZM2G079308|GRMZM2G406603|GRMZM5G829544
Succinate dehydrogenase (ubiquinone) cytochrome b560 subunit SDH3/SDHC	fgenesh2_kg.6__909__AT4G32210.1	AT4G32210|AT5G09600									
Succinate dehydrogenase (ubiquinone) flavoprotein subunit SDH1/SDHA (EC 1.3.5.1)	fgenesh2_kg.3__3453__AT2G18450.1|fgenesh2_kg.8__2740__AT5G66760.1	AT2G18450|AT5G66760	BRADI1G07020|BRADI1G57930	CHLREDRAFT_195972	GLYMA01G38200|GLYMA02G06400|GLYMA11G07250	ORGLA07G0020100	OS07G0134800	POPTR_0005s12530|POPTR_0007s12750	Sb01g006490|Sb02g002570	Vv04s0023g01650|Vv13s0064g01420	GRMZM2G064799|GRMZM2G079888
Succinate dehydrogenase (ubiquinone) iron-sulfur subunit SDH2/SDHB (EC 1.3.5.1)	fgenesh1_pm.C_scaffold_8002076|fgenesh2_kg.7__3350__AT5G40650.1|scaffold_45500003.1|scaffold_500680.1	AT3G27380|AT5G40650|AT5G65165	BRADI3G13980|BRADI4G29070	CHLREDRAFT_142231	GLYMA16G07150|GLYMA19G23570	ORGLA08G0007700|ORGLA09G0057800	OS08G0120000|OS09G0370300	POPTR_0001s36050|POPTR_0007s05620	Sb02g023310|Sb07g002070	Vv00s0304g00040|Vv14s0219g00150	GRMZM2G134134|GRMZM2G302259
Succinate dehydrogenase (ubiquinone) membrane anchor subunit SDH4/SDHD	scaffold_403618.1	AT2G46505									
Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH5	fgenesh2_kg.1__3843__AT1G47420.1	AT1G47420						POPTR_0014s03200			
Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH6	scaffold_100875.1	AT1G08480			GLYMA20G02250			POPTR_0009s00620		Vv07s0005g04750	
Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH7	fgenesh2_kg.8__2254__AT5G62575.2|scaffold_501719.1	AT3G47833|AT5G62575			GLYMA04G35050|GLYMA06G19690			POPTR_0015s08350|POPTR_0704s00200		Vv17s0000g07810	
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fgenesh2_kg.6__2318__AT5G23250.1|fgenesh2_kg.6__796__AT5G08300.1	AT5G08300|AT5G23250	BRADI1G23600	CHLREDRAFT_196570	GLYMA09G29460|GLYMA16G33870	ORGLA07G0254800	OS07G0577700	POPTR_0005s09370|POPTR_0012s00920|POPTR_0012s03310|POPTR_0015s05620	Sb02g037420	Vv10s0042g00950|Vv17s0053g00120	GRMZM2G039251|GRMZM2G072054
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fgenesh2_kg.3__3571__AT2G20420.1	AT2G20420	BRADI3G49070	CHLREDRAFT_24101	GLYMA10G04480|GLYMA13G18730	ORGLA02G0212200	OS02G0621700	POPTR_0002s26120|POPTR_0014s18430	Sb04g026360	Vv07s0005g03790	GRMZM2G064695
